internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,publisher,abstract_source,abstract_match_type,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,ta_evidence_tags,ta_software_context,ta_stochastic_method,ta_forecast_target,ta_process_data_source,ta_confidence,ta_evidence_status,ta_manual_review_required,ta_screened_at,ta_batch_id,ft_priority_score,ft_priority_rank,ft_priority_band,ft_oa_url,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,ft_evidence_tags,ft_software_context,ft_stochastic_method,ft_forecast_target,ft_process_data_source,ft_confidence,ft_evidence_status,ft_manual_review_required,ft_screened_at,ft_screened_by,ft_batch_id
,scopus,scopus_principal,Principal,10.1007/978-3-030-00623-5_20,Systematic mapping study on process mining in agile software development,Erdem S.,2018,"18th International Conference on Software Process Improvement and Capability Determination, SPICE 2018; Tessaloniki; Greece; 9 October 2018 through 10 October 2018Process mining is a process management technique that allows for the analysis of business processes based on the event logs and its aim is to discover, monitor and improve executed processes by extracting knowledge from event logs readily available in information systems. The popularity of agile software development methods has been increasing in the software development field over the last two decades and many software organizations develop software using agile methods. Process mining can provide complementary tools to Agile organizations for process management. Process mining can be used to discover agile processes followed by agile teams to establish the baselines and to determine the fidelity or they can be used to obtain feedback to improve agility. Despite the potential benefit of using process mining for agile software development, there is a lack of research that systematically analyzes the usage of process mining in agile software development. This paper presents a systematic mapping study on usage of process mining in agile software development approaches. The aim is to find out the usage areas of process mining in agile software development, explore commonly used algorithms, data sources, data collection mechanisms, analysis techniques and tools. The study has shown us that process mining is used in Agile software development especially for the purpose of process discovery from task tracking applications. We also observed that source code repositories are main data sources for process mining, a diversity of algorithms are used for analysis of collected data and ProM is the most widely used analysis tool for process mining",Communications in Computer and Information Science,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054851587,,,,maybe,"Título fortemente sugestivo de process mining em agile SW (alinha-se com IC1 e IC4), mas ausência de abstract impede confirmação de escopo, métodos e resultados. Pode ser revisão secundária fora do escopo (EC4) ou estudo primário relevante.",IC1|IC4,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,74,144,C,,exclude,"Embora o título sugira relevância para IC1 e IC4, o resumo revela tratar-se de uma revisão sistemática (systematic mapping study) que sintetiza o estado da arte de process mining em agile SW, não um estudo primário que aplica process mining a artefatos de software ou desenvolve/valida métodos. Portanto, se enquadra em EC4 (revisão secundária fora do escopo da SLR PATHCAST), pois a SLR PATHCAST busca estudos primários na intersecção de process mining, modelagem estocástica e forecasting em SE, nã",,EC4,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1016/j.is.2023.102197,Stochastic-aware precision and recall measures for conformance checking in process mining,Leemans S.J.J.,2023,"Process mining studies ways to improve real-world processes using historical event data generated by IT systems that support business processes of organ-isations. Given an event log of an IT system, process discovery algorithms construct a process model representing the processes recorded in the log, while conformance checking techniques quantify how well the discovered model achieves this objective. State-of-the-art discovery and conformance techniques either completely ignore or consider but hide from the users information about the likelihood of process behaviour. That is, the vast majority of the existing process discovery algorithms construct non-stochastic aware process models. Consequently, few conformance checking techniques can assess how well such discovered models describe the relative likelihoods of traces recorded in the log or how well they represent the likelihood of future traces generated by the same system. Note that this is necessary to support process simulation, prediction and recommendation. Furthermore, stochastic information can provide business analysts with further actionable insights on frequent and rare conformance issues. This article presents precision and recall measures based on the notion of entropy of stochastic automata, which are capable of quantifying and, hence, differentiating, between frequent and rare deviations of an event log and a process model that is enriched with the information on the relative likelihoods of traces it describes. An evaluation over several real-world datasets that uses our open-source implementation of the measures demonstrates the feasibility of using our precision and recall measures in industrial settings. Finally, we propose a range of intuitive desired properties that stochastic precision and re-call measures should possess, and study our and other existing stochastic-aware conformance measures with respect to these properties.",Information Systems,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85150170398,,,,maybe,"O artigo aborda process mining com foco em modelagem estocástica (entropy-based measures) e conformance checking, mas não especifica claramente se aplica a processos de software. O domínio parece ser processos de negócio genéricos em sistemas IT, sem evidência explícita de aplicação a artefatos de desenvolvimento de software (commits, issues, CI/CD) ou repositórios.",IC2,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,74,143,C,,exclude,"O artigo aborda process mining e modelagem estocástica (IC2 potencial), mas o escopo é explicitamente processos de negócio genéricos em sistemas IT organizacionais, sem qualquer evidência de aplicação a artefatos ou processos de desenvolvimento de software (commits, issues, CI/CD, repositórios). A justificativa da fase 1 é conclusiva: o domínio não é engenharia de software.",,EC1,,,,,,,,,2026-04-12T21:05:01.080619+00:00,llm,msgbatch_01WPWtcmfCmD381ExAd5yLEj
,scopus,scopus_principal,Principal,10.1109/COMPSAC.2009.195,Modeling and predicting software failure costs,Grottke M.,2009,"For software, the costs of failures are not clearly understood. Often, these costs disappear in the costs of testing, the general developments costs, or the operating expenses. In a general manufacturing context, the British standard BS-6143-2:1990 classifies quality-related costs into prevention costs, appraisal costs, and failure costs. It furthermore recommends to identify the activities carried out within each of these categories, and to measure the costs connected with the activities. The standard thus presents a framework for recording and structuring costs once they have occurred. In this paper, we propose an approach for structuring the information on internal and external software failure costs such that their development over time can be represented by stochastic models. Based on these models, future failure costs can be predicted. In two case studies we show how the approach was applied in an industrial software development project.",Proceedings International Computer Software and Applications Conference,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-70449629410,,,,maybe,"O título sugere modelagem e predição de custos de falhas de software, o que poderia envolver forecasting de métricas de processo (IC3). Porém, sem abstract, é incerto se o estudo: (a) foca em processos de desenvolvimento de SW ou apenas em falhas/confiabilidade de código; (b) usa event logs, process mining ou modelagem estocástica; (c) analisa processos de SW ou apenas características de software como artefato. Necessário acesso ao texto completo para decisão conclusiva.",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,61,603,C,,exclude,"O paper propõe modelagem estocástica (stochastic models) para prever custos de falhas de software ao longo do tempo, mas não aborda process mining, event logs de processos de desenvolvimento, ou forecasting de métricas de processo de desenvolvimento (lead time, cycle time, throughput). O foco é em custos de falha e confiabilidade de software como artefato, não em processos de desenvolvimento de SW (IC1, IC3, IC4 não se aplicam). IC2 é parcialmente relevante (modelagem estocástica), mas sem ligaç",,EC2,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_complementar,Complementar (MSR → Process Modeling),10.1109/MSR.2017.54,An Empirical Analysis of Build Failures in the Continuous Integration Workflows of Java-Based Open-Source Software,Rausch T.,2017,"Continuous Integration (CI) has become a common practice in both industrial and open-source software development. While CI has evidently improved aspects of the software development process, errors during CI builds pose a threat to development efficiency. As an increasing amount of time goes into fixing such errors, failing builds can significantly impair the development process and become very costly. We perform an indepth analysis of build failures in CI environments. Our approach links repository commits to data of corresponding CI builds. Using data from 14 open-source Java projects, we first identify 14 common error categories. Besides test failures, which are by far the most common error category (up to >80% per project), we also identify noisy build data, e.g., induced by transient Git interaction errors, or general infrastructure flakiness. Second, we analyze which factors impact the build results, taking into account general process and specific CI metrics. Our results indicate that process metrics have a significant impact on the build outcome in 8 of the 14 projects on average, but the strongest influencing factor across all projects is overall stability in the recent build history. For 10 projects, more than 50% (up to 80%) of all failed builds follow a previous build failure. Moreover, the fail ratio of the last k=10 builds has a significant impact on build results for all projects in our dataset.",IEEE International Working Conference on Mining Software Repositories,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85026529844,,,,include,"O artigo aplica mineração de repositórios e análise de event logs (commits + CI builds) para descobrir padrões e fatores que impactam processos de desenvolvimento de SW. Atende IC1 (process mining em artefatos de SW: commits, CI/CD) e IC4 (mineração de repositórios para melhorar compreensão de processos de desenvolvimento). Não há violação de critérios de exclusão.",IC1|IC4,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,122,77,A,,exclude,"Embora o artigo minere repositórios e CI/CD, sua análise é descritiva (categorização de erros, identificação de fatores correlatos) e não emprega process mining (descoberta de processos, conformance checking, workflow mining), modelagem estocástica (Markov, Petri nets, matrizes de transição) nem forecasting/predição de métricas de processo. A ligação entre fatores de processo e falhas é estatística simples (impacto significativo), não constitui construção de modelo estocástico ou preditivo do pr",,EC3,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,scopus,scopus_principal,Principal,10.1109/PRDC.2006.27,Detection and correction process modeling considering the time dependency,Wu Y.,2006,"Most of the models for software reliability analysis are based on reliability growth models which deal with the fault detection process only. In this paper, some useful approaches to the modeling of both software fault detection and fault correction processes are discussed. Since the estimation of model parameters in software testing is essential to give accurate prediction and help make the right decision about software release, the problem of estimating the parameters is addressed. Taking into account the dependency between the fault correction process and the fault detection process, a new explicit formula for the likelihood function is derived and the maximum likelihood estimates are obtained under various time delay assumptions. An actual set of data from a software development project is used as an illustrative example. A Monte Carlo simulation is carried out to compare the predictive capability between the LSE method and the MLE method",Proceedings 12th Pacific Rim International Symposium on Dependable Computing Prdc 2006,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-40349116465,,,,maybe,"Título sugere modelagem de processo com dependência temporal (potencialmente IC2), mas sem resumo disponível não é possível confirmar se o domínio é software engineering, se trata process mining, ou se é aplicado a BPM genérico/outro domínio (EC1). Venue (Dependable Computing 2006) é ambígua quanto ao foco em processos de SW.",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,61,560,C,,exclude,"O paper trata de modelagem de confiabilidade de software (software reliability growth models) focando em detecção e correção de falhas, com estimação de parâmetros via MLE e simulação Monte Carlo. Não há evidência de process mining (IC1), aplicação de modelagem estocástica a processos de desenvolvimento de software explicitamente (IC2 — trata processos de teste/detecção, não desenvolvimento), forecasting de métricas de processo de SW como lead time ou cycle time (IC3), ou mineração de repositóri",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1049/iet-sen.2010.0035,Automated generation of test cases using a performability model,Avritzer A.,2011,The authors present a new approach for the automated generation of test cases to be used for demonstrating the reliability of large industrial mission-critical systems. In this study they extend earlier work by using a performability model to track resource usage and resource failures. Results from the transient Markov chain analysis are used to estimate the software reliability at a given system execution time.,Iet Software,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-79959898836,,,,maybe,"Título sugere modelagem de desempenho (performability model) aplicada a geração de testes em software, o que poderia relacionar-se a IC2 (modelagem estocástica) ou IC3 (forecasting), mas sem resumo disponível não é possível confirmar se o foco é no processo de SW ou apenas na ferramenta de teste. A venue (IET Software, 2011) é relevante, mas a falta de contexto do abstract impede decisão conclusiva.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,61,541,C,,exclude,"O paper aplica modelagem estocástica (Markov chain) e performability models, mas o foco é em geração automatizada de casos de teste para validação de confiabilidade de sistemas, não em mineração/descoberta de processos de desenvolvimento de SW, forecasting de métricas de processo (lead time, cycle time, throughput), ou análise de event logs de processos de SW. Software é ferramenta/artefato testado, não o processo sendo estudado (EC2). Nenhum dos ICs (IC1-IC4) é claramente atendido.",,EC2,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1109/HPCSim.2016.7568338,Understanding knowlegde-intensive processes: From traces to instance graphs,Diamantini C.,2016,"Enterprise information systems, while support daily activities, typically collect data on executed processes in event logs. These data describe the temporal sequence in which activities were carried out, hiding possible parallelism and other control flows. Representing the structure of each process execution in the form of an Instance Graph, enables managers to discover valuable knowledge on enterprise behaviors. In this work, we describe BIG4ProM, a tool which implements the Building Instance Graph (BIG) algorithm. BIG4ProM exploits filtering Process Discovery algorithms implemented in ProM in order to return the set of instance graphs related to the given event log. The plug-in is conceived to support both expert and standard users.",2016 International Conference on High Performance Computing and Simulation Hpcs 2016,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84991584199,,,,maybe,"Título sugere análise de processos via traces (potencialmente process mining - IC1), mas sem resumo não é possível confirmar se o domínio é software, BPM genérico ou outro. Venue em computação de alto desempenho não esclarece o escopo da aplicação.",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,62,518,C,,exclude,"O paper apresenta uma ferramenta (BIG4ProM) para análise de event logs e descoberta de processos, que é claramente uma aplicação de process mining. Porém, o trabalho não menciona explicitamente software ou processos de desenvolvimento de software — foca em 'enterprise information systems' e 'enterprise behaviors' de forma genérica. Sem evidência de aplicação a artefatos de SW (commits, issues, CI/CD) ou processos de desenvolvimento específicos, não atende IC1. Não há menção a modelagem estocásti",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1109/ICSESS.2010.5552439,Reconstructing meaningful workflow from transaction logs,Sun Y.,2010,"Enterprises today rely on workflow more and more to accomplish business goals. A well designed process can contribute to better business operation and working efficiency. In practice, however, most organizations have no efficient workflow, either there is not at all from the very beginning, or lack domain experts who equip with the comprehensive landscape about the business. In order to conduct business more effectively, it is necessary to reconstruct workflows from transaction logs, and further, optimize the business via meaningful representations of these workflows. In this paper, we propose a method and corresponding toolbox to mine the workflows and vital patterns. Domain experts can use them in an interactive way to reconstruct meaningful business processes. We got very promising experimental results on two real applications datasets.",Proceedings 2010 IEEE International Conference on Software Engineering and Service Sciences Icsess 2010,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-77957844907,,,,maybe,"Título sugere workflow mining de transaction logs, potencialmente relevante para IC1 (process mining em software), mas sem resumo disponível não é possível confirmar se aplica-se a processos de SW ou a outro domínio (BPM genérico, saúde, finanças). A data (2010) e venue (ICSESS) indicam contexto de engenharia de software, mas a falta de abstract impede avaliação definitiva.",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,61,631,C,,exclude,"O resumo descreve workflow mining de transaction logs em contexto empresarial genérico ('enterprises', 'business processes'), sem evidência explícita de aplicação a processos de desenvolvimento de software (IC1 exigiria commits, issues, PR, CI/CD, ou artefatos de SW). O texto refere-se a 'business workflow' e 'business operation', sugerindo BPM genérico ou processos corporativos, não SE. Atende EC1 (domínio fora de SW) ou falha em atender qualquer IC com confiança.",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1007/978-3-642-28872-2_1,Distributed process discovery and conformance checking,Van Der Aalst W.,2012,"Process mining techniques have matured over the last decade and more and more organization started to use this new technology. The two most important types of process mining are process discovery (i.e., learning a process model from example behavior recorded in an event log) and conformance checking (i.e., comparing modeled behavior with observed behavior). Process mining is motivated by the availability of event data. However, as event logs become larger (say terabytes), performance becomes a concern. The only way to handle larger applications while ensuring acceptable response times, is to distribute analysis over a network of computers (e.g., multicore systems, grids, and clouds). This paper provides an overview of the different ways in which process mining problems can be distributed. We identify three types of distribution: replication, a horizontal partitioning of the event log, and a vertical partitioning of the event log. These types are discussed in the context of both procedural (e.g., Petri nets) and declarative process models. Most challenging is the horizontal partitioning of event logs in the context of procedural models. Therefore, a new approach to decompose Petri nets and associated event logs is presented. This approach illustrates that process mining problems can be distributed in various ways",Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84859116320,,,,maybe,"Título sugere relevância a process mining (descoberta e conformance checking), potencialmente atendendo IC1, mas ausência de resumo impede confirmação clara de aplicação a processos de software. Pode ser trabalho genérico de BPM sem foco em SW.",IC1,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,68,223,C,https://link.springer.com/content/pdf/10.1007%2F978-3-642-28872-2_1.pdf,exclude,"O paper trata de técnicas de process mining (descoberta e conformance checking) em contexto genérico de escalabilidade distribuída, mas não demonstra aplicação específica a processos de software (SW). O resumo aborda decomposição de Petri nets e particionamento de event logs em escala, sem evidência de avaliação em artefatos de SW (commits, issues, CI/CD) ou desenvolvimento de software. Caracteriza-se como trabalho de BPM/process mining teórico-técnico, não vinculado ao domínio de engenharia de ",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1016/S0167-9473(99)00028-6,Bayesian inference for nonhomogeneous Poisson processes in software reliability models assuming nonmonotonic intensity functions,Cid J.E.R.,1999,"Abstract When analysing reliability data from a repairable system e.g. a car, a fridge, etc, reliability specialists are interested in the full life history of a system so that they may identify problems that have affected its life and apply solutions, if possible, to other new systems so that these new systems do not suffer from the same problems. The basis of reliability analysis is to understand how systems are failing by modeling their life history so that prediction of the likely future reliability of systems is possible. This is the basis of reliability growth (development) testing where systems under development are tested to find latent design and manufacturing defects so that they can be eliminated from the full‐scale production system. The simplest way of identifying structure in the system's life history is to plot the data. Three plots are commonly used: plotting failures on a time line; plotting the failure number against cumulative time, and plotting an estimate of the intensity, the rate of occurrence of failures (ROCOF) against cumulative time. These plots appear in Ascher and Feingold [31] and Crowder et al . [61] among others. These plots will help to identify structure such as an increase or decrease in the interfailure times of a system over time (more commonly known as reliability growth and reliability decay); evidence of cycles in the data—these may be short or long cycles; periods of high or low reliability (again related to usage); gaps in the time stream (due to change in the reporting mechanism, management, etc) and outliers (possible abnormal operating conditions). This review lists the intensity functions and their associated expected number of failures, which is the mean value parameter of the nonhomogeneous Poisson process (NHPP). The simplest and best known intensities, those based on mortality rates, those based on hazards of well‐known probability distributions, the software related intensities, and those based on differential equations and extensions are discussed under their appropriate classification headings.",Computational Statistics and Data Analysis,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-0040318845,,,,maybe,"O título sugere modelagem estocástica (Poisson nonhomogêneo, Bayesian inference) aplicada a software reliability, potencialmente alinhado com IC2. Contudo, sem resumo disponível, é impossível confirmar se trata efetivamente de processos de desenvolvimento de software (processo sendo estudado) ou apenas de confiabilidade de software como produto. A ausência de detalhes impede avaliação conclusiva.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,64,362,C,,exclude,"O artigo trata de modelagem estocástica (NHPP, Bayesian inference) aplicada a confiabilidade e teste de sistemas em desenvolvimento, mas não aborda processo de desenvolvimento de software nem minera artefatos de SW (commits, issues, logs). Foca em reliability growth testing de sistemas genéricos (carros, refrigeradores) e software como produto, não como processo de desenvolvimento. Nenhum IC é atendido: IC1 requer PM aplicado a artefatos de SW; IC2 requer modelagem de processos de desenvolviment",,EC1|EC2,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
