internal_id,title,doi,year,source_db,ft_matched_ic,abstract,research_question,study_type,research_contribution,pm_technique,stochastic_technique,software_artifact,software_process,dataset_source,dataset_public,tool_used,main_finding,limitations,replication_package,origin,origin
f512f749,"On Preparing and Assessing Data for Process Simulation Modeling: An
Industrial Report",10.1109/ICSSP59042.2023.00016,2023,wos,IC2|IC4,"The rapid growth of software industry has led to a significant increase
in the production of a variety of data during software development
process, highlighting the apparent need for improved data quality
management. As an effective means of software process research and
practice, Software Process Simulation Modeling (SPSM) requires large
amount and high quality data that precisely depicts what happens during
the development process. Accordingly, process simulation models can be
used as a reference framework for assessing the issues in data
management and data governance from a process perspective. The objective
of the work reported in this paper is to provide insights into the data
issues in real-world industrial settings and the corresponding coping
strategies for software process modelers in particular in order to
assist them in preparing and assessing data for their simulation models
when conducting effective SPSM in the real-world settings. This paper
reports on an empirical investigation that applies software process
simulation practices to study the data issues and the data governance
strategies based on an industrial case from one global ICT enterprise.
As the outcome, a refined process for data preparation is presented,
along with a taxonomy of the data issues and the corresponding coping
strategies. This paper also explores traceability recovery approaches to
mine more accurate process state information from software artifacts and
analyzes the impact of the recovered data traceability information by
evaluating the improved fidelity of the process simulation model.",Quais são os principais problemas de qualidade de dados em ambientes industriais reais para modelagem de simulação de processos de software e quais estratégias podem ser adotadas para mitigá-los?,case_study,discovery | enhancement | framework,other,monte_carlo,vcs | jira | other,development | code_review,industrial,não_mencionado,não_mencionado,"O estudo apresenta uma taxonomia refinada de problemas de qualidade de dados em ambientes industriais para modelagem de simulação de processos, juntamente com estratégias de tratamento correspondentes. Além disso, demonstra que abordagens de recuperação de rastreabilidade melhoram significativamente a fidelidade dos modelos de simulação de processos.","O estudo é baseado em um único caso industrial de uma empresa global de ICT, limitando a generalização dos resultados. Não há descrição detalhada sobre a replicabilidade e compartilhamento de dados.",não_mencionado,auxiliary,auxiliary
dde62dae,"Using process mining for Git log analysis of projects in a software
development course",10.1007/s10639-021-10564-6,2021,wos,IC1|IC4,"Understanding the processes in education, such as the student learning
behavior within a specific course, is a key to continuous course
improvement. In online learning systems, students' learning can be
tracked and examined based on data collected by the systems themselves.
However, it is non-trivial to decide how to extract the desired
students' behavior from the limited data in traditional classroom
courses. Software development courses are a domain where student
behavior analysis would be especially useful, as continuous teaching
improvement in this fast progressing domain is necessary. In this paper,
we propose to use process mining for improvement-motivated process
analysis of a software development course (web development in
particular). To this end, we analyze Git logs of students' projects to
understand their development processes. Process mining has been chosen
as it can help us to find a descriptive model of this process. The main
contribution of this paper is the detailed methodology of process mining
usage for students' project development analysis, considering various
commit characteristics, which are crucial in understanding student
coding-behavior patterns. The process mining analysis proved to be very
useful, indicating multiple directions for the course improvement, which
we also include in this work as a secondary contribution. The third
contribution of this work is the summary and discussion of the process
mining advantages and current gaps in process mining research for this
task. The data we used are made publicly available to other researchers.",Como aplicar process mining para analisar logs de Git e compreender padrões de comportamento de desenvolvimento de estudantes em um curso de desenvolvimento web?,case_study,discovery | enhancement | framework,inductive_miner | other,none,commits | vcs | github,development | code_review,academic,sim,não_mencionado,Process mining aplicado a logs de Git foi eficaz para descobrir padrões de desenvolvimento estudantil e identificar múltiplas direções para melhoria do curso. A análise considerou características de commits cruciais para entender padrões de comportamento de codificação.,"O estudo foi realizado em um contexto específico de curso de desenvolvimento web, e a extração de comportamento estudantil de dados de repositórios Git apresenta desafios não triviais comparado a sistemas de aprendizado online tradicionais.",sim,auxiliary,auxiliary
e54a7dad,"Process Mining Software Repositories from Student Projects in an
Undergraduate Software Engineering Course",10.1145/2591062.2591152,2014,wos,IC1|IC4,"An undergraduate level Software Engineering courses generally consists
of a team-based semester long project and emphasizes on both technical
and managerial skills. Software Engineering is a practice-oriented and
applied discipline and hence there is an emphasis on hands-on
development, process, usage of tools in addition to theory and basic
concepts. We present an approach for mining the process data (process
mining) from software repositories archiving data generated as a result
of constructing software by student teams in an educational setting. We
present an application of mining three software repositories: team wiki
(used during requirement engineering), version control system
(development and maintenance) and issue tracking system (corrective and
adaptive maintenance) in the context of an undergraduate Software
Engineering course. We propose visualizations, metrics and algorithms to
provide an insight into practices and procedures followed during various
phases of a software development life-cycle. The proposed visualizations
and metrics (learning analytics) provide a multi-faceted view to the
instructor serving as a feedback tool on development process and quality
by students. We mine the event logs produced by software repositories
and derive insights such as degree of individual contributions in a
team, quality of commit messages, intensity and consistency of commit
activities, bug fixing process trend and quality, component and
developer entropy, process compliance and verification. We present our
empirical analysis on a software repository dataset consisting of 19
teams of 5 members each and discuss challenges, limitations and
recommendations.",Como extrair e analisar dados de processo de repositórios de software de projetos estudantis para fornecer feedback sobre práticas de desenvolvimento e qualidade?,case_study,discovery | enhancement | framework,social_network | other,none,vcs | issues | other,development | maintenance | requirements | bug_fixing,academic,não_mencionado,não_mencionado,"O estudo propõe visualizações, métricas e algoritmos de process mining aplicados a três repositórios de software (wiki, VCS, issue tracking) para fornecer insights sobre o processo de desenvolvimento de equipes estudantis. As análises derivam métricas como contribuição individual, qualidade de commits, tendências de correção de bugs, entropia de componentes e verificação de conformidade do processo.","O estudo é limitado a 19 equipes de 5 membros cada em um curso de engenharia de software de graduação, refletindo um contexto acadêmico específico e restrito em escala.",não_mencionado,auxiliary,auxiliary
d044ef55,Experience with software process simulation and modeling,10.1016/S0164-1212(99)00011-4,1999,wos,IC2,"In this paper, I describe an approach and experiences in developing and
applying simulation and modeling technologies to software processes.
Processes for both software development and use have been investigated.
The focus of this paper is organized around three topics for software
process simulation and modeling. First, I describe an approach and
examples of software simulation and modeling as investigated with
knowledge-based process engineering environment developed at USC.
Second, I describe how by focusing on process modeling, analysis and
simulation, we are led to expand the scope of work with software
processes toward a more comprehensive software process life cycle
engineering. Third, I describe some of the lessons learned from applying
modeling and simulation concepts, techniques and tools to software
processes in a variety of organizational settings. Conclusions then
stress the complementary value arising form the use of both qualitative
and quantitative technologies for software process simulation and
modeling. (C) 1999 Elsevier Science Inc. All rights reserved.",Como desenvolver e aplicar tecnologias de simulação e modelagem para processos de software? Quais são as lições aprendidas na aplicação dessas tecnologias em diferentes contextos organizacionais?,simulation,simulation | framework | enhancement,none,system_dynamics | other,none,development | testing | maintenance | other,industrial,não_mencionado,knowledge-based process engineering environment (USC),O artigo demonstra que a combinação de tecnologias qualitativas e quantitativas para simulação e modelagem de processos de software é complementar e valiosa. A abordagem permite expandir o escopo do trabalho com processos de software para uma engenharia mais abrangente do ciclo de vida dos processos.,não_mencionado,não_mencionado,auxiliary,auxiliary
65ef350b,"Nirikshan: Process Mining Software Repositories to Identify
Inefficiencies, Imperfections, and Enhance Existing Process Capabilities",10.1145/2591062.2591080,2014,wos,IC1|IC4,"Process mining is to extract knowledge about business processes from
data stored implicitly in ad-hoc way or explicitly by information
systems. The aim is to discover runtime process, analyze performance and
perform conformance verification, using process mining tools like ProM
and Disco, for single software repository and processes spanning across
multiple repositories. Application of process mining to software
repositories has recently gained interest due to availability of vast
data generated during software development and maintenance. Process data
are embodied in repositories which can be used for analysis to improve
the efficiency and capability of process, however, involves a lot of
challenges which have not been addressed so far. Project team defines
workflow, design process and policies for tasks like issue tracking
(defect or feature enhancement), peer code review (review the submitted
patch to avoid defects before they are injected) etc. to streamline and
structure the activities. The reality may not be the same as defined
because of imperfections so the extent of non-conformance needs to be
measured. We propose a research framework `Nirikshan' to process mine
the data of software repositories from multiple perspectives like
process, organizational, data and time. We apply process mining on
software repositories to derive runtime process map, identify and remove
inefficiencies and imperfections, extend the capabilities of existing
software engineering tools to make them more process aware, and
understand interaction pattern between various contributors to improve
the efficiency of","Como aplicar process mining em repositórios de software para identificar ineficiências, imperfações e melhorar as capacidades de processo existentes?",framework,discovery | conformance | enhancement | framework,alpha | inductive_miner | heuristic | conformance_checking | social_network,none,vcs | issues | commits | jira,development | maintenance | code_review | bug_fixing | issue_tracking,not_specified,não_mencionado,"ProM, Disco","O framework Nirikshan permite extrair e analisar processos de desenvolvimento de software a partir de repositórios, identificando não-conformidades entre processos definidos e reais, além de remover ineficiências através de múltiplas perspectivas (processo, organizacional, dados e tempo) e estendendo capacidades de ferramentas de engenharia de software.",não_mencionado,não_mencionado,auxiliary,auxiliary
38694b4e,Code Change Sniffer: Predicting Future Code Changes with Markov Chain,10.1109/COMPSAC51774.2021.00137,2021,wos,IC2|IC3,"Code changes are one of the essential processes of software evolution.
These changes are performed to fix bugs, improve quality of software,
and provide a better user experience. However, such changes made in code
could lead to ripple effects that can cause unwanted behavior. To
prevent such issues occurring after code changes, code change
prediction, change impact analysis techniques are used. The proposed
approach uses static call information, forward slicing, and method
change information to build a Markov chain, which provides a prediction
for code changes in the near future commits. For static call
information, we utilized and compared call graph and effect graph. We
performed an evaluation on five open-source projects from GitHub that
varies between 5K-26K lines of code. To measure the effectiveness of our
proposed approach, recall, precision, and f-measure metrics have been
used on five open-source projects. The results show that the Markov
chain that is based on call graph can have higher precision compared to
effect graph. On the other hand, for small number of cases higher recall
values are obtained with effect graph compared to call graph. With a
Markov chain model based on call graph and effect graph, we can achieve
recall values between 98%-100%.",Como prever mudanças de código futuras em commits próximos utilizando cadeias de Markov baseadas em informações estáticas de chamadas e análise de impacto?,experiment,prediction | enhancement,none,markov_chain,commits | vcs | github,development | maintenance | code_review,open_source,sim,não_mencionado,"Cadeias de Markov baseadas em grafos de chamadas apresentam maior precisão na previsão de mudanças de código, enquanto grafos de efeito obtêm maior recall em casos específicos. O modelo proposto alcança valores de recall entre 98%-100% ao combinar informações de chamadas estáticas, forward slicing e histórico de mudanças de métodos.",Avaliação limitada a cinco projetos open-source com tamanho reduzido (5K-26K linhas de código). Não mencionam detalhes sobre complexidade computacional ou escalabilidade para projetos maiores.,não_mencionado,auxiliary,auxiliary
7ecd535e,"Microflows: Leveraging Process Mining and an Automated Constraint
Recommender for Microflow Modeling",10.1007/978-3-319-78428-1_2,2018,wos,IC1|IC4,"Businesses and software development processes alike are being challenged
by the digital transformation and agility trend. Business processes are
increasingly being automated yet are also expected to be agile. Current
business process modeling is typically labor-intensive and results in
rigid process models. For larger processes it becomes arduous to
consider all possible process variations and enactment circumstances.
Contemporaneously, in software development microservices have become a
popular software architectural style for partitioning business logic
into fine-grained services accessible via lightweight protocols which
can be rapidly and individually developed by small teams and flexibly
(re) deployed. This results in an increasing number of available
services and a much more dynamic IT service landscape. Thus, a more
dynamic form of modeling, integration, and orchestration of these
microservices with business processes is needed. This paper describes
agile business process modeling with Microflows, an automatic
lightweight declarative approach for the workflow-centric orchestration
of semantically-annotated microservices using agent-based clients,
graph-based methods, and the lightweight semantic vocabularies JSON-LD
and Hydra. A graphical modeling tool supports Microflow modeling and
provides dynamic constraint and microservice recommendations via a
recommender service using machine learning of domain-categorized
Microflows. To be able to utilize existing process model knowledge, a
case study shows how Microflow constraints can be automatically
extracted from existing Business Process Modeling Notation (BPMN)
process files and transformed into flexible Microflow constraints, which
can then be used to train the recommendation service. Further, it
describes process mining of Microflow execution logs to automatically
extract BPMN models and automated recovery for errors occurring during
enactment.",Como automatizar a modelagem ágil de processos de negócio integrando process mining e recomendações de restrições para orquestração de microsserviços?,tool,discovery | enhancement | framework,declarative | other,none,none,development | deployment,not_specified,não_mencionado,"Microflows, BPMN, JSON-LD, Hydra","O artigo apresenta Microflows, uma abordagem declarativa automatizada para orquestração de microsserviços que extrai restrições de modelos BPMN existentes e utiliza process mining para transformar logs de execução em modelos BPMN. A ferramenta gráfica com serviço de recomendação baseado em aprendizado de máquina viabiliza modelagem mais ágil e flexível de processos de negócio dinâmicos.",não_mencionado,não_mencionado,auxiliary,auxiliary
50144afd,Software-Engineering Process Simulation model (SEPS),10.1016/S0164-1212(96)00156-2,1997,wos,IC2|IC3,"This paper describes the Software-Engineering Process Simulation (SEPS)
model developed at JPL. SEPS is a dynamic simulation model of the
software project-development process. It uses the feedback principles of
system dynamics to simulate the dynamic interactions among various
software life-cycle development activities and management
decision-making processes. The model is designed to be a planning tool
to examine trade-offs of cost, schedule, and functionality, and to test
the implications of different managerial policies on a project's
outcome. Furthermore, SEPS will enable software managers to gain a
better understanding of the dynamics of software project development and
perform postmortem assessments. (C) 1997 Elsevier Science Inc.",Como modelar e simular as dinâmicas de interação entre atividades do ciclo de vida de software e processos de tomada de decisão gerencial para apoiar planejamento de projetos?,simulation,simulation | prediction | framework,none,system_dynamics | monte_carlo,none,development | requirements,not_specified,não_mencionado,SEPS (Software-Engineering Process Simulation),"O modelo SEPS utiliza princípios de dinâmica de sistemas para simular interações entre atividades do ciclo de vida de software, permitindo que gerentes de projeto examinem trade-offs entre custo, cronograma e funcionalidade, além de avaliar as implicações de diferentes políticas gerenciais nos resultados do projeto.",não_mencionado,não_mencionado,auxiliary,auxiliary
66d00b19,Software process simulation modeling: Why? What? How?,10.1016/S0164-1212(99)00003-5,1999,wos,IC2|IC3,"Software process simulation modeling is increasingly being used to
address a variety of issues from the strategic management of software
development, to supporting process improvements, to software project
management training. The scope of software process simulation
applications ranges from narrow focused portions of the life cycle to
longer term product evolutionary models with broad organizational
impacts. This article provides an overview of work being conducted in
this field. It identifies the questions and issues that simulation can
be used to address ('why'), the scope and variables that can be usefully
simulated ('what'), and the modeling approaches and techniques that can
be most productively employed ('how'). It includes a summary of the
papers in this special issue of the Journal of Systems and Software,
which were presented at the First International Silver Falls Workshop on
Software Process Simulation Modeling (ProSim'98). It also provides a
framework that helps characterize work in this field, and applies this
new characterization scheme to many of the articles in this special
issue. This paper concludes by offering some guidance in selecting a
simulation modeling approach for practical application, and recommending
some issues warranting additional research. (C) 1999 Published by
Elsevier Science Inc. All rights reserved.","Como a simulação de processos de software pode ser aplicada para endereçar questões estratégicas, melhorias de processo e treinamento em gerenciamento de projetos? Quais são as abordagens, técnicas e variáveis mais adequadas para modelagem de simulação de processos de software?",survey,framework | simulation,none,system_dynamics | other,none,development | testing | maintenance | requirements | deployment,not_specified,não_mencionado,não_mencionado,"O artigo fornece uma visão geral abrangente da modelagem de simulação de processos de software, identificando questões que a simulação pode endereçar (por quê), variáveis que podem ser simuladas (o quê) e abordagens de modelagem mais produtivas (como). Apresenta um framework de caracterização para trabalhos neste campo e oferece orientações para seleção de abordagens de simulação em aplicações práticas.",não_mencionado,não_mencionado,auxiliary,auxiliary
3ac74336,The research on software project schedule prediction and controlling,,2015,wos,IC2|IC3,"The control of software project schedule has been the emphasis and
difficulty of software project management. Many software companies are
focus on qualitative predicting and controlling of project schedule.
Lacking of quantitative prediction of project schedule, it is difficult
to quantitatively manage project schedule effectively. The paper
proposes solutions for the problems of quantitatively predicting and
controlling project schedule, and mines controllable factors that affect
the schedule in each phase of project. The paper uses AHP method to
select the key Schedule Factors, and establishes the relationship
between the key Schedule Factors and the schedule variance. Finally, the
paper combines Monte Carlo simulation method with software Process
Performance Model, which is built by those key Schedule Factors, to
create project schedule variance forecasting model. The paper adjusts
the Schedule Factors in the predicting model to achieve the controlling
of project schedule.",Como prever e controlar quantitativamente o cronograma de projetos de software identificando fatores controláveis que afetam o agendamento em cada fase do projeto?,theoretical,prediction | framework,none,monte_carlo,none,development,not_specified,não_mencionado,não_mencionado,O artigo propõe um modelo de previsão de variância de cronograma combinando simulação Monte Carlo com um modelo de desempenho de processo de software construído a partir de fatores-chave de agendamento identificados pelo método AHP. O modelo permite tanto previsão quantitativa quanto controle do cronograma através do ajuste dos fatores selecionados.,não_mencionado,não_mencionado,auxiliary,auxiliary
4f61e947,An Analysis of Monte Carlo Simulations for Forecasting Software Projects,10.1145/3412841.3442030,2021,wos,IC3,"Forecasts of the effort or delivery date can play an important role in
managing software projects, but the estimates provided by development
teams are often inaccurate and time-consuming to produce. This is not
surprising given the uncertainty that underlies this activity. This work
studies the use of Monte Carlo simulations for generating forecasts
based on project historical data. We have designed and run experiments
comparing these forecasts against what happened in practice and to
estimates provided by developers, when available. Comparisons were made
based on the mean magnitude of relative error (MMRE). We did also
analyze how the forecasting accuracy varies with the amount of work to
be forecasted and the amount of historical data used. To minimize the
requirements on input data, delivery date forecasts for a set of user
stories were computed based on takt time of past stories (time elapsed
between the completion of consecutive stories); effort forecasts were
computed based on full-time equivalent (FTE) hours allocated to the
implementation of past stories. The MMRE of delivery date forecasting
was 32% in a set of 10 runs (for different projects) of Monte Carlo
simulation based on takt time. The MMRE of effort forecasting was 20%
in a set of 5 runs of Monte Carlo simulation based on FTE allocation,
much smaller than the MMRE of 134% of developers' estimates. A better
forecasting accuracy was obtained when the number of historical data
points was 20 or higher. These results suggest that Monte Carlo
simulations may be used in practice for delivery date and effort
forecasting in agile projects, after a few initial sprints.",Como simulações de Monte Carlo podem ser usadas para gerar previsões precisas de esforço e data de entrega em projetos de software ágil baseadas em dados históricos?,experiment,prediction | simulation,none,monte_carlo,jira | other,development,industrial,não_mencionado,não_mencionado,"Simulações de Monte Carlo baseadas em takt time e alocação FTE produziram previsões com MMRE de 32% para data de entrega e 20% para esforço, significativamente mais precisas que estimativas de desenvolvedores (MMRE 134%). A precisão das previsões melhora consideravelmente quando há 20 ou mais pontos de dados históricos disponíveis.","O estudo foi limitado a um conjunto reduzido de execuções (10 para data de entrega, 5 para esforço) e requer um mínimo de dados históricos de sprints iniciais antes de gerar previsões confiáveis.",não_mencionado,auxiliary,auxiliary
8188ab12,"On the potential of process simulation in software project schedule
optimization",,2005,wos,IC2,"In this paper, we highlight the application potential of process
simulation techniques for software cybernetics research. Software
engineering has seen many fruitful applications of simulation when
modeling, understanding, and improving the software development process.
In particular, process simulation has proven to be a valuable and
efficient tool in our own software cybernetics research, having helped
us to understand how scheduling policies actually behave in our
discrete-time Markov decision process model for software projects. We
outline how to advance the use of process simulation in our model to a
much higher level: When computing optimal scheduling policies,
simulation can be applied in the optimization step of the dynamic
programming algorithms in order to save computation time. This approach
resembles optimization techniques from the field of reinforcement
learning, providing further evidence of the potential of simulation in
software cybernetics.","Como técnicas de simulação de processos podem ser aplicadas para otimização de agendamento em projetos de software, particularmente em modelos de processos de decisão Markovianos em tempo discreto?",theoretical,simulation | enhancement | prediction,none,markov_chain,none,development,synthetic,não_mencionado,não_mencionado,"Simulação de processos é uma ferramenta valiosa e eficiente para pesquisa em cibernética de software, ajudando a entender como políticas de agendamento se comportam em modelos de processos de decisão Markovianos. A simulação pode ser aplicada na etapa de otimização de algoritmos de programação dinâmica, economizando tempo computacional e se aproximando de técnicas de aprendizado por reforço.","O trabalho é principalmente teórico e conceitual, não apresentando validação empírica ou estudos de caso práticos que demonstrem a efetividade da abordagem proposta em cenários reais de desenvolvimento de software.",não_mencionado,auxiliary,auxiliary
eb05417e,Software process simulation to achieve higher CMM levels,10.1016/S0164-1212(99)00009-6,1999,wos,IC2,"Organizations interested in improving their process performance face two
key questions:
What is the best approach for making decisions about process changes?
How can the risk associated with potential process alternatives be
assessed?
Quantitative process analysis tools are being developed by Northrop
Grumman's Surveillance and Battle Management Systems (SBMS Melbourne,
Florida) and Portland State University, under sponsorship of the
Software Engineering Research Center (SERC). These tools consist of
stochastic simulation models of the software development process. The
stochastic/analytic portions of the models provide a quantitative
understanding of the current process and provide a mechanism for the
quantitative analysis of proposed process change alternatives prior to
implementation. The use of simulation models also supports a
quantitative assessment of risk or uncertainty associated with process
change alternatives. For Northrop Grumman's SBMS Melbourne site, the use
of software process simulation is a key part of the company's strategy
for achieving a higher software development process capability and
moving to Levels 4 and 5 of the Capability Maturity Model (CMM)(TM).(3)
This paper provides a brief background on alternative quantitative
approaches, describes the model currently being utilized by the SBMS
Melbourne site, and provides an example of its use in analyzing a
potential process change. (C) 1999 Elsevier Science Inc. All rights
reserved.",Como as organizações podem tomar decisões quantitativas sobre mudanças de processo de software e avaliar riscos associados a alternativas de processo para alcançar níveis superiores do CMM?,case_study,simulation | enhancement | prediction,none,monte_carlo | system_dynamics | other,none,development | requirements,industrial,não,não_mencionado,"Modelos de simulação estocástica do processo de desenvolvimento de software permitem análise quantitativa do processo atual e avaliação de alternativas de mudança antes da implementação. A abordagem foi aplicada na Northrop Grumman SBMS Melbourne como estratégia-chave para alcançar níveis 4 e 5 do CMM, fornecendo mecanismo para avaliação quantitativa de risco e incerteza.",Não mencionadas explicitamente no resumo.,não_mencionado,auxiliary,auxiliary
63eacbed,"Toward objective software process information: experiences from a case
study",10.1007/s11219-010-9105-8,2011,wos,IC1,"A critical problem in software development is the monitoring, control
and improvement in the processes of software developers. Software
processes are often not explicitly modeled, and manuals to support the
development work contain abstract guidelines and procedures.
Consequently, there are huge differences between `actual' and `official'
processes: ``the actual process is what you do, with all its omissions,
mistakes, and oversights. The official process is what the book, i.e., a
quality manual, says you are supposed to do″ (Humphrey in A
discipline for software engineering. Addison-Wesley, New York, 1995).
Software developers lack support to identify, analyze and better
understand their processes. Consequently, process improvements are often
not based on an in-depth understanding of the `actual' processes, but on
organization-wide improvement programs or ad hoc initiatives of
individual developers. In this paper, we show that, based on particular
data from software development projects, the underlying software
development processes can be extracted and that automatically more
realistic process models can be constructed. This is called software
process mining (Rubin et al. in Process mining framework for software
processes. Software process dynamics and agility. Springer Berlin,
Heidelberg, 2007). The goal of process mining is to better understand
the development processes, to compare constructed process models with
the `official' guidelines and procedures in quality manuals and,
subsequently, to improve development processes. This paper reports on
process mining case studies in a large industrial company in The
Netherlands. The subject of the process mining is a particular process:
the change control board (CCB) process. The results of process mining
are fed back to practice in order to subsequently improve the CCB
process.","Como extrair e construir modelos de processos de software realistas a partir de dados de projetos de desenvolvimento, e como comparar esses modelos com os processos oficiais documentados para identificar discrepâncias e oportunidades de melhoria?",case_study,discovery | enhancement,alpha | inductive_miner,none,vcs | other,development | code_review,industrial,não,não_mencionado,"Através de process mining aplicado a dados reais de projetos de uma grande empresa industrial, foi possível extrair modelos realistas de processos de desenvolvimento (especificamente o processo CCB) que revelam discrepâncias significativas entre os processos reais executados e os procedimentos oficiais documentados. Os resultados demonstram que process mining fornece uma base objetiva para compreender, comparar e melhorar processos de software em organizações.","O estudo foi conduzido em uma única empresa industrial e focou especificamente no processo CCB, limitando a generalização dos resultados. Detalhes sobre a completude dos dados coletados e a validação dos modelos extraídos não são mencionados.",não_mencionado,auxiliary,auxiliary
542728fe,"A Risk Emergency Management Model for Software Project Based on
Stochastic Petri Nets",,2014,wos,IC2,"Taking software project risk event as the study object, this paper
focuses on the problem of emergency disposal of software project risk
and Petri nets modeling method is introduced to analyze the concurrent
progresses. According to the happened risks, its emergency management
process is defined and its Petri nets model is built. Due to its
homogeneous characteristics with Markov chain, its Markov chain
constructed for above model. Through the analysis of activity,
accessibility, safety and other performances of the model to ensure its
availability and effectiveness. Quantitative analysis of the Markov
chain is carried on to explore the bottleneck factors that influence the
risk emergency process. The Petri nets modeling method provides a basis
for improving the rate of project risk emergency reaction process, and
ensures that the risks can be controlled just in time and software
project can be operated efficiently and safely.",Como modelar e analisar o gerenciamento de emergência de riscos em projetos de software usando Redes de Petri Estocásticas para identificar fatores de gargalo e melhorar a taxa de resposta?,simulation,framework | simulation,other,stochastic_petri_net | markov_chain,none,development | other,synthetic,não_mencionado,não_mencionado,"O método de modelagem com Redes de Petri e análise via Cadeias de Markov fornece base para melhorar a taxa de reação do processo de emergência de riscos em projetos de software. A análise quantitativa identifica fatores de gargalo que influenciam o processo, garantindo controle oportuno de riscos e operação eficiente e segura do projeto.",não_mencionado,não_mencionado,auxiliary,auxiliary
9f8b9dba,"Analysis of software-intensive system acquisition using hybrid software
process simulation",,2006,wos,IC2|IC4,"Many sources have reported that the technical and managerial maturity of
the acquirer is the essential key to success of Software-Intensive
System Acquisition (SISA) and recommended to adopt the best practices.
However, DoD is inactive to implement the SISA practices because DoD
doesn't fully understand how and why the SISA practices affect the
performance of software-intensive system development.
In this research, we analyze the effects of SISA practices on acquirer
and developer using hybrid software process simulation modeling. Our
approach represents the dynamic characteristics (e.g., the interactions
of acquisition organization and development organization and the effects
of several SISA practices) and discrete characteristics (e.g., specific
characteristics of discrete phase, etc.) of SISA programs. This research
will contribute to reveal how the acquirer's activities influence the
performance of the developer's process.",Como as práticas de aquisição de sistemas intensivos em software (SISA) afetam o desempenho das organizações adquirente e desenvolvedora? Como a simulação de processos de software híbrida pode revelar a influência das atividades do adquirente no processo do desenvolvedor?,simulation,simulation | prediction | framework,none,system_dynamics | other,none,development | requirements,synthetic,não_mencionado,não_mencionado,"O estudo utiliza modelagem de simulação de processos de software híbrida para analisar como práticas de SISA afetam o desempenho do desenvolvimento. A abordagem captura características dinâmicas e discretas dos programas SISA, revelando como as atividades do adquirente influenciam o processo do desenvolvedor.",não_mencionado,não_mencionado,auxiliary,auxiliary
a0b87a64,"Constructing a Hybrid Software Process Simulation Model in Practice: An
Exemplar from Industry",10.1145/3379177.3388906,2020,wos,IC2|IC3,"Background: Software Process Simulation Modeling (SPSM) is of paramount
importance to support quantitative management of software development
process. Hybrid process simulation combines multiple simulation
paradigms to reflect complex changes in realistic software processes,
which brings inherent challenges to process management. Constructing a
hybrid model requires more modeling expertise and experience than
modeling by solo-paradigm. However, a few studies explicitly discuss the
challenges they encountered as a topic, which may discourage
practitioners. Objective: Our aim in this study is to present an
industrial process modeling project as an exemplar to demonstrate and
discuss the technical issues and challenges associated with hybrid
process simulation in practice. Method: Based on the collaboration with
a global software enterprise, we constructed a hybrid process simulation
model that combines System Dynamics (SD) and Discrete Event Simulation
(DES) to predict the project duration and release date for management.
Results: Several challenges around hybrid process simulation of software
development process are identified and discussed with the proposal of
sets of solutions from different perspectives. The model is validated by
comparing the simulation result with the actual enactment of the process
in industry. In addition, the result confirms the rationality and
efficacy of the suggested solutions to some extent. Conclusions: In the
collaboration with the enterprise, five-step modeling procedure was
adopted for constructing the hybrid process model. The experience
reported about the detailed steps of hybrid modeling may offer reference
value to the SPSM community.",Quais são os desafios técnicos e soluções práticas na construção de modelos híbridos de simulação de processos de software que combinam múltiplos paradigmas de simulação?,case_study,simulation | hybrid | framework,none,system_dynamics | monte_carlo,none,development | deployment,industrial,não,não_mencionado,"Um modelo híbrido combinando System Dynamics e Discrete Event Simulation foi construído com sucesso para prever duração de projetos e datas de release. O estudo identifica cinco desafios principais na modelagem híbrida e propõe soluções, validadas pela comparação com a execução real do processo.","O estudo é baseado em um caso industrial específico, o que pode limitar a generalização das descobertas. A ausência de detalhes sobre autores e venue restringe a verificação completa da qualidade do trabalho.",não_mencionado,auxiliary,auxiliary
c72f823c,"Software Development Process Simulation: Multi Agent-Based Simulation
versus System Dynamics",,2010,wos,IC2,"We present one of the first actual applications of Multi Agent-Based
Simulation (MABS) to the field of software process simulation modelling
(SPSM). Although there are some recent attempts to do this, we argue
that these fail to take full advantage of the agency paradigm. Our model
of the software development process integrates individual-level
performance, cognition and artefact quality models in a common
simulation framework. In addition, this framework allows the
implementation of both MABS and System Dynamics (SD) simulators using
the same basic models. As SD is the dominating approach within SPSM, we
are able to make relevant and unique comparisons between it and MABS.
This enabled us to uncover quite interesting properties of these
approaches, e.g., that MABS reflects the problem domain more
realistically than SD.","Como a Simulação Multi-Agente (MABS) se compara com System Dynamics (SD) na modelagem de simulação de processos de software, e qual abordagem reflete melhor o domínio do problema?",simulation,simulation | framework | enhancement,none,system_dynamics | monte_carlo | other,none,development,synthetic,não_mencionado,não_mencionado,"A Simulação Multi-Agente reflete o domínio do processo de software de forma mais realista que System Dynamics, integrando modelos de desempenho individual, cognição e qualidade de artefatos. O framework permite implementação de ambos os simuladores (MABS e SD) usando os mesmos modelos básicos, permitindo comparações relevantes entre as abordagens.",Não especificadas no resumo. Trata-se de uma das primeiras aplicações reais de MABS em modelagem de simulação de processos de software.,não_mencionado,auxiliary,auxiliary
