internal_id,title,doi,year,source_db,abstract,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,raw,abstract_source,abstract_match_type
83d78b89,SMT Techniques for Data-Aware Process Mining,10.1007/s13218-025-00890-z,2025,springer,"Process mining is witnessing a shift from pure control-flow process models to richer, data-aware process models where the acceptable executions are not only characterised by the process control-flow, but also by the data carried by cases, and how they dynamically interact with the process activities and decisions. Even under the typical assumption that the process control-flow is bounded, the presence of data makes the overall state space infinite, a difficulty that transfers to process analysis and process mining tasks. In this article, we review how the challenges posed by data-aware process mining can be effectively tackled through AI techniques grounded in automated reasoning, and more specifically in Satisfiability and Optimisation Modulo Theories (SMT/OMT). To this end, we discuss data-aware logs and traces merging events with a payload. We then recall Data Petri Nets as an expressive process modelling approach matching this multi-perspective setting, and the logic data-LTLf\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\textsf {data-}{\textsf {LTL}_f}$$\end{document} to formulate correctness properties and to represent declarative process constraints enriched with data. We then summarize how key process analysis and mining tasks can be addressed in this setting using SMT and OMT, with a particular focus on correctness and conformance checking, model repair, and monitoring. We overview the obtained results, presenting them under an integrated lens and providing corresponding pointers to the technical literature. In the conclusion, we outlook open challenges.",maybe,"Título sugere relevância clara para process mining (PM), potencialmente atendendo IC1. Porém, sem abstract, não é possível confirmar (1) se aplica-se especificamente a processos de SW ou (2) se é aplicação genérica de BPM. Ausência de resumo impede avaliação confiável de escopo e aplicação.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere relevância clara para process mining (PM), potencialmente atendendo IC1. Porém, sem abstract, não é possível confirmar (1) se aplica-se especificamente a processos de SW ou (2) se é aplicação genérica de BPM. Ausência de resumo impede avaliação confiável de escopo e aplicação."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_con",semanticscholar,doi_exact
77412ad3,Towards an enhanced next activity prediction using attention based neural networks,10.1007/s10586-024-04830-8,2024,springer,,maybe,"Título fortemente sugestivo de process mining com predição de atividade (IC1, IC3), mas ausência de abstract impede confirmação de escopo em processos de SW. Requer análise de texto completo.",IC1|IC3,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título fortemente sugestivo de process mining com predição de atividade (IC1, IC3), mas ausência de abstract impede confirmação de escopo em processos de SW. Requer análise de texto completo."",
  ""matched_ic"": [""IC1"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""remaining_time"",
  ""process_data_sour",,
bad93150,A multiattribute fusion-based deep neural collaborative filtering model for predicting next process activities,10.1007/s10586-025-05651-z,2025,springer,,maybe,"O título sugere forte relevância para IC3 (forecasting de atividades de processo) e potencialmente IC1 (process mining), mas o abstract está ausente, impossibilitando verificação confiável do domínio (SW vs. genérico BPM) e da aplicação concreta. A presença de 'deep neural collaborative filtering' e 'next process activities' indica viabilidade, mas sem resumo não é possível confirmar se trata-se d",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere forte relevância para IC3 (forecasting de atividades de processo) e potencialmente IC1 (process mining), mas o abstract está ausente, impossibilitando verificação confiável do domínio (SW vs. genérico BPM) e da aplicação concreta. A presença de 'deep neural collaborative filtering' e 'next process activities' indica viabilidade, mas sem resumo não é possível confirmar se trata-se de processos de software ou BPM genérico."",
  ""match",,
adce7280,Turning Logs into&#xa0;Lumber: Preprocessing Tasks in&#xa0;Process Mining,10.1007/978-3-031-56107-8_8,2024,springer,,maybe,"Título fortemente indicativo de process mining (IC1), mas abstract ausente impossibilita confirmação de aplicação a processos de SW. Necessário acesso ao texto completo para validar se 'logs' referem-se a event logs de processos de software.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título fortemente indicativo de process mining (IC1), mas abstract ausente impossibilita confirmação de aplicação a processos de SW. Necessário acesso ao texto completo para validar se 'logs' referem-se a event logs de processos de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""f",,
a870cc9b,Data-Driven Identification and Analysis of Waiting Times in Business Processes,10.1007/s12599-024-00868-5,2024,springer,"Reducing waiting times in end-to-end business processes is a recurrent concern in the field of business process management. The uptake of data-driven approaches in this field in the past two decades, most notably process mining, has created new opportunities for fine-grained analysis of waiting times based on execution data. As a result, a wide range of approaches for waiting time identification and analysis on the basis of business process execution data have been reported in the literature. In many instances, different approaches have considered different notions of waiting time and different causes for waiting time. At present, there is a lack of a consolidated overview of these manifold approaches, and how they relate to or complement each other. The article presents a literature review that starts with the question of what approaches for identification and analysis of waiting time are available in the literature, and then refines this question by adding questions which shed light onto different causes and notions of waiting time. The survey leads to a multidimensional taxonomy of data-driven waiting time analysis techniques, in terms of purpose, causes, and measures. The survey identifies gaps in the field, chiefly a scarcity of integrated multi-causal approaches to analyze waiting times in business processes, and a lack of empirically validated approaches in the field.",maybe,"O título sugere análise de processos de negócios com foco em tempos de espera (waiting times), potencialmente relevante a process mining. Porém, sem abstract disponível, não é possível confirmar se o domínio é especificamente processos de software ou se aplicações a SW são abordadas.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere análise de processos de negócios com foco em tempos de espera (waiting times), potencialmente relevante a process mining. Porém, sem abstract disponível, não é possível confirmar se o domínio é especificamente processos de software ou se aplicações a SW são abordadas."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ",semanticscholar,doi_exact
c1674a33,Towards discovering erratic behavior in robotic process automation with statistical process control,10.1007/s10257-024-00686-y,2024,springer,"Companies that frequently use robotic process automation often encounter difficulties in maintaining their RPA portfolio. To address these problems and reduce time spent investigating erratic behavior of RPA bots, developers can benefit from exploring methods from process sciences and applying them to RPA. After a selection process, we examine how variability and deviations impact robotic process automation. Indicators of statistical dispersion are chosen to assess variability and analyze RPA bot behavior. We evaluate the performance of RPA bots on 12 processes, using statistical dispersion as a measure. The results provide evidence that variability is an undesirable form of erratic behavior in RPA, as it strongly correlates with the success rate of the bots. Importantly, the results also show that outliers do not affect the success rate of RPA bots. This research suggests that variable analysis can help describe the behavior of RPA bots and assist developers in addressing erratic behavior. Additionally, by detecting variability, we can more effectively handle exceptions in RPA.",maybe,"O título sugere aplicação de process mining (statistical process control) e descoberta de comportamentos anômalos em RPA, potencialmente relevante ao escopo. Porém, sem abstract disponível, não é possível confirmar se o foco é em processos de software versus RPA genérico ou se há mineração de repositórios/event logs de SW. Abstract ausente recomenda cautela.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere aplicação de process mining (statistical process control) e descoberta de comportamentos anômalos em RPA, potencialmente relevante ao escopo. Porém, sem abstract disponível, não é possível confirmar se o foco é em processos de software versus RPA genérico ou se há mineração de repositórios/event logs de SW. Abstract ausente recomenda cautela."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    """,semanticscholar,doi_exact
f295ae9b,Transforming Event Knowledge Graph to&#xa0;Object-Centric Event Logs: A Comparative Study for&#xa0;Multi-dimensional Process Analysis,10.1007/978-3-031-47262-6_12,2023,springer,,maybe,"Título sugere relevância a process mining (event logs, análise multidimensional de processos) e transformação de conhecimento de eventos, mas abstract ausente impede confirmação inequívoca de aplicação a processos de software ou atendimento a critérios de inclusão específicos.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere relevância a process mining (event logs, análise multidimensional de processos) e transformação de conhecimento de eventos, mas abstract ausente impede confirmação inequívoca de aplicação a processos de software ou atendimento a critérios de inclusão específicos."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",",,
aa8ec0df,Multi-perspective enriched instance graphs for next activity prediction through graph neural network,10.1007/s10844-023-00777-1,2023,springer,,maybe,"O título sugere fortemente process mining (descoberta de próxima atividade via event logs e GNN), alinhado com IC1 e IC3. Porém, sem abstract disponível não é possível confirmar o domínio (SW vs. genérico BPM), aplicação efetiva a processos de SW, ou descartar EC1/EC3.",IC1|IC3,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere fortemente process mining (descoberta de próxima atividade via event logs e GNN), alinhado com IC1 e IC3. Porém, sem abstract disponível não é possível confirmar o domínio (SW vs. genérico BPM), aplicação efetiva a processos de SW, ou descartar EC1/EC3."",
  ""matched_ic"": [""IC1"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""event_log"", ""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ",,
7623d194,Prediction of&#xa0;Business Process Execution Time,10.1007/978-3-031-35507-3_11,2023,springer,,maybe,"Título sugere forecasting de execution time em processos de negócio, potencialmente alinhado com IC3 (forecasting de métricas de processo). Porém, sem abstract disponível, não é possível confirmar se o domínio é software ou genérico (BPM), e se há efetivamente aplicação a processos de desenvolvimento de SW. Requer full text para decisão definitiva.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere forecasting de execution time em processos de negócio, potencialmente alinhado com IC3 (forecasting de métricas de processo). Porém, sem abstract disponível, não é possível confirmar se o domínio é software ou genérico (BPM), e se há efetivamente aplicação a processos de desenvolvimento de SW. Requer full text para decisão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""forecasting"",
    ""insufficient_",,
04a14e12,Predictive End-to-End Enterprise Process Network Monitoring,10.1007/s12599-022-00778-4,2022,springer,"Ever-growing data availability combined with rapid progress in analytics has laid the foundation for the emergence of business process analytics. Organizations strive to leverage predictive process analytics to obtain insights. However, current implementations are designed to deal with homogeneous data. Consequently, there is limited practical use in an organization with heterogeneous data sources. The paper proposes a method for predictive end-to-end enterprise process network monitoring leveraging multi-headed deep neural networks to overcome this limitation. A case study performed with a medium-sized German manufacturing company highlights the method’s utility for organizations.",maybe,"O título sugere monitoramento e predição de processos empresariais, potencialmente relevante para process mining e forecasting. Porém, sem abstract não é possível confirmar se aborda processos de software ou se aplica process mining/modelagem estocástica conforme escopo PATHCAST. A classificação em 'Business & Information Systems Engineering' pode indicar contexto genérico de BPM.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere monitoramento e predição de processos empresariais, potencialmente relevante para process mining e forecasting. Porém, sem abstract não é possível confirmar se aborda processos de software ou se aplica process mining/modelagem estocástica conforme escopo PATHCAST. A classificação em 'Business & Information Systems Engineering' pode indicar contexto genérico de BPM."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insu",semanticscholar,doi_exact
76892bba,Process Model Forecasting Using Deep Temporal Learning,10.1007/978-3-031-94569-4_17,2025,springer,"Abstract Crime prediction is a crucial problem in law enforcement, and the ability to forecast where and when crimes are likely to occur can help police departments allocate their resources effectively and prevent crimes. In this chapter, we propose a geo-temporal crime forecasting model based on a transformer architecture. We use a public dataset from the Boston Police Department and forecast crimes in each cell of a 1 km × 1 km grid. We use an encoder–decoder structure to capture the spatiotemporal patterns of the crimes. The encoder elaborates the crimes that occurred in each cell during the previous n days, and the decoder generates predictions of future crimes in each cell for the next m days. Our model considers both spatial and temporal correlations, which is challenging for traditional models. We evaluate the model on the Boston crime dataset and compare it with traditional solutions. Our experiments show that our model outperforms traditional models, achieving better accuracy in crime prediction. Overall, our proposed geo-temporal crime forecasting model is a promising approach for predicting crime in a given area.",maybe,"O título sugere forte relevância para IC3 (forecasting de processos) e potencialmente IC1 (process mining), mas a ausência de abstract impede confirmação. Venue (CAISE 2025) é reconhecida em BPM/SE, aumentando plausibilidade, porém sem resumo não é possível descartar EC3 (algoritmo puramente teórico) ou EC2 (SW como ferramenta).",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere forte relevância para IC3 (forecasting de processos) e potencialmente IC1 (process mining), mas a ausência de abstract impede confirmação. Venue (CAISE 2025) é reconhecida em BPM/SE, aumentando plausibilidade, porém sem resumo não é possível descartar EC3 (algoritmo puramente teórico) ou EC2 (SW como ferramenta)."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""forecasting"",
    ""insufficien",crossref,title_fuzzy
e8dee627,Business process management in the age of AI – three essential drifts,10.1007/s10257-024-00689-9,2024,springer,"This special issue demonstrates many avenues of process research to further develop. Specifically, we show some selected drifts that will become prevalent for the next generation of process research and BPM as a field. Next, we turn to the limits of the first generation Business Process Management.",maybe,"Título sugere relevância a BPM e AI, potencialmente aplicável a processos de SW, mas resumo ausente impede avaliação confiável de atendimento aos critérios de inclusão. Sem abstract, não é possível confirmar se trata process mining, modelagem estocástica ou forecasting em contexto de engenharia de software.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere relevância a BPM e AI, potencialmente aplicável a processos de SW, mas resumo ausente impede avaliação confiável de atendimento aos critérios de inclusão. Sem abstract, não é possível confirmar se trata process mining, modelagem estocástica ou forecasting em contexto de engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context""",openalex,doi_exact
ca5f12f9,Exploiting Instance Graphs and Graph Neural Networks for Next Activity Prediction,10.1007/978-3-030-98581-3_9,2022,springer,"Abstract Nowadays, a lot of data regarding business process executions are maintained in event logs. The next activity prediction task exploits such event logs to predict how process executions will unfold up until their completion. The present paper proposes a new approach to address this task: instead of using traces to perform predictions, we propose to use the instance graphs derived from traces. To make the most out of such representation we train a message passing neural network, specifically a Deep Graph Convolutional Neural Network to predict the next activity that will be performed in the process execution. The experiments performed show promising performance hinting that exploiting information about parallelism among activities in a process can induce a performance improvement in highly parallel process.",maybe,"Título fortemente indicativo de process mining (IC1: 'Next Activity Prediction' em event logs implícito) e possível aplicação a processos de SW, mas abstract ausente impede confirmação de domínio (SW vs. genérico BPM) e escopo exato.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título fortemente indicativo de process mining (IC1: 'Next Activity Prediction' em event logs implícito) e possível aplicação a processos de SW, mas abstract ausente impede confirmação de domínio (SW vs. genérico BPM) e escopo exato."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""forecasting"",
    ""event_log"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""unclear"",",openalex,doi_exact
bb24146d,Foundations of&#xa0;Process Event Data,10.1007/978-3-031-08848-3_6,2022,springer,"Abstract Process event data is a fundamental building block for process mining as event logs portray the execution trails of business processes from which knowledge and insights can be extracted. In this Chapter, we discuss the core structure of event logs, in particular the three main requirements in the form of the presence of case IDs, activity labels, and timestamps. Moreover, we introduce fundamental concepts of event log processing and preparation, including data sources, extraction, correlation and abstraction techniques. The chapter is concluded with an imperative section on data quality, arguably the most important determinant of process mining project success.",maybe,"Título indica fundações de Process Event Data, claramente relevante a process mining. Porém, abstract ausente impede confirmação de escopo específico (SW vs. domínios genéricos de BPM). Não é possível determinar se é capítulo aplicado a SW ou teórico genérico.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título indica fundações de Process Event Data, claramente relevante a process mining. Porém, abstract ausente impede confirmação de escopo específico (SW vs. domínios genéricos de BPM). Não é possível determinar se é capítulo aplicado a SW ou teórico genérico."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""event_log"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""unclea",openalex,doi_exact
b41c7269,Putting the SWORD to the Test: Finding Workarounds with Process Mining,10.1007/s12599-023-00846-3,2024,springer,"Workarounds, or deviations from standardized operating procedures, can indicate discrepancies between theory and practice in work processes. Traditionally, observations and interviews have been used to identify workarounds, but these methods can be time-consuming and may not capture all workarounds. The paper presents the Semi-automated WORkaround Detection (SWORD) framework, which leverages event log traces to help process analysts identify workarounds. The framework is evaluated in a multiple-case study of two hospital departments. The results of the study indicate that with SWORD we were able to identify 11 unique workaround types, with limited knowledge about the actual processes. The framework thus supports the discovery of workarounds while minimizing the dependence on domain knowledge, which limits the time investment required by domain experts. The findings highlight the importance of leveraging technology to improve the detection of workarounds and to support process improvement efforts in organizations.",maybe,"Título sugere aplicação de process mining (SWORD tool) para descobrir workarounds em processos, potencialmente relevante a IC1. Porém, abstract ausente impede confirmação de contexto (SW vs. BPM genérico) e escopo exato. Sem resumo, impossível verificar se o foco é processos de SW ou BPM genérico.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere aplicação de process mining (SWORD tool) para descobrir workarounds em processos, potencialmente relevante a IC1. Porém, abstract ausente impede confirmação de contexto (SW vs. BPM genérico) e escopo exato. Sem resumo, impossível verificar se o foco é processos de SW ou BPM genérico."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""softw",semanticscholar,doi_exact
3a9a7641,"Fire now, fire later: alarm-based systems for prescriptive process monitoring",10.1007/s10115-021-01633-w,2021,springer,"Predictive process monitoring is a family of techniques to analyze events produced during the execution of a business process in order to predict the future state or the final outcome of running process instances. Existing techniques in this field are able to predict, at each step of a process instance, the likelihood that it will lead to an undesired outcome. These techniques, however, focus on generating predictions and do not prescribe when and how process workers should intervene to decrease the cost of undesired outcomes. This paper proposes a framework for prescriptive process monitoring, which extends predictive monitoring with the ability to generate alarms that trigger interventions to prevent an undesired outcome or mitigate its effect. The framework incorporates a parameterized cost model to assess the cost–benefit trade-off of generating alarms. We show how to optimize the generation of alarms given an event log of past process executions and a set of cost model parameters. The proposed approaches are empirically evaluated using a range of real-life event logs. The experimental results show that the net cost of undesired outcomes can be minimized by changing the threshold for generating alarms, as the process instance progresses. Moreover, introducing delays for triggering alarms, instead of triggering them as soon as the probability of an undesired outcome exceeds a threshold, leads to lower net costs.",maybe,"Título sugere relevância a process monitoring e sistemas de alerta (potencialmente process mining ou prescriptive analytics em processos), mas sem abstract, não é possível verificar se aplica a software development processes ou simplesmente a BPM genérico. Requer full text para decisão definitiva.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere relevância a process monitoring e sistemas de alerta (potencialmente process mining ou prescriptive analytics em processos), mas sem abstract, não é possível verificar se aplica a software development processes ou simplesmente a BPM genérico. Requer full text para decisão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""unclear",semanticscholar,doi_exact
8eea0cc8,Automating mixture model fitting of task durations for process conformance checking,10.1007/s10618-025-01131-5,2025,springer,"Abstract Process task duration data often exhibit multiple peaks, indicating differences in, for example, customer ages and preferences, resource capabilities or the day/hour of a week. This heterogeneous data, which captures diverse customer patterns, should be represented using different models, resulting in an overall mixture model. This paper introduces gamma mixture models to represent various customer patterns in task duration data, with a focus on automating the fitting process. The approach involves a two-stage procedure: first, divide-and-conquer using peak-, equidistance- and cluster-based techniques to partition data, and automatically fit gamma distributions to each subset. The second stage then improves the fitted mixture model by directly searching the log-likelihood surface. The method is compared with the expectation–maximization (EM) algorithm and an open tool (HyperStar), using both artificially generated datasets and a publicly available hospital billing dataset, demonstrating its effectiveness and time efficiency in modelling heterogeneous process duration data. Furthermore, a case study on process conformance checking is conducted using the hospital billing dataset, highlighting a potential application area for the method in process mining.",maybe,"Título sugere aplicação de process mining (mixture models para conformance checking de durações de tarefas), potencialmente relevante para IC1/IC2, mas ausência de abstract impede confirmação de contexto SW e escopo específico.",IC1|IC2,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere aplicação de process mining (mixture models para conformance checking de durações de tarefas), potencialmente relevante para IC1/IC2, mas ausência de abstract impede confirmação de contexto SW e escopo específico."",
  ""matched_ic"": [""IC1"", ""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""stochastic_modeling"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""unclear"",
  ""stoc",openalex,doi_exact
f8fd9484,Process Mining: A Guide for Practitioners,10.1007/978-3-031-05760-1_16,2022,springer,"Abstract In the last years, process mining has significantly matured and has increasingly been applied by companies in industrial contexts. However, with the growing number of process mining methods, practitioners might find it difficult to identify which ones to apply in specific contexts and to understand the specific business value of each process mining technique. This paper’s main objective is to develop a business-oriented framework capturing the main process mining use cases and the business-oriented questions they can answer. We conducted a Systematic Literature Review (SLR) and we used the review and the extracted data to develop a framework that (1) classifies existing process mining use cases connecting them to specific methods implementing them, and (2) identifies business-oriented questions that process mining use cases can answer. Practitioners can use the framework to navigate through the available process mining use cases and to identify the process mining methods suitable for their needs.",maybe,"Título fortemente sugestivo de relevância a process mining (IC1), mas sem abstract disponível torna impossível confirmar se aborda processos de SW, contexto de aplicação ou metodologia específica. Trata-se de um guia prático que pode cobrir domínios diversos (BPM genérico, manufatura, saúde) sem nexo com SW.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título fortemente sugestivo de relevância a process mining (IC1), mas sem abstract disponível torna impossível confirmar se aborda processos de SW, contexto de aplicação ou metodologia específica. Trata-se de um guia prático que pode cobrir domínios diversos (BPM genérico, manufatura, saúde) sem nexo com SW."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract"",
    ""full_text_required""
  ",openalex,doi_exact
c277627a,Temporal stability in predictive process monitoring,10.1007/s10618-018-0575-9,2018,springer,"Predictive process monitoring is concerned with the analysis of events produced during the execution of a business process in order to predict as early as possible the final outcome of an ongoing case. Traditionally, predictive process monitoring methods are optimized with respect to accuracy. However, in environments where users make decisions and take actions in response to the predictions they receive, it is equally important to optimize the stability of the successive predictions made for each case. To this end, this paper defines a notion of temporal stability for binary classification tasks in predictive process monitoring and evaluates existing methods with respect to both temporal stability and accuracy. We find that methods based on XGBoost and LSTM neural networks exhibit the highest temporal stability. We then show that temporal stability can be enhanced by hyperparameter-optimizing random forests and XGBoost classifiers with respect to inter-run stability. Finally, we show that time series smoothing techniques can further enhance temporal stability at the expense of slightly lower accuracy.",maybe,"O título 'Temporal stability in predictive process monitoring' é altamente relevante para process mining e forecasting em processos, particularmente alinhado com IC3 (forecasting de métricas de processo). Porém, sem abstract disponível, não é possível confirmar se o escopo cobre processos de software ou se aplica a domínios genéricos (manufatura, saúde, etc.). A publicação em Data Mining and Knowl",IC3,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título 'Temporal stability in predictive process monitoring' é altamente relevante para process mining e forecasting em processos, particularmente alinhado com IC3 (forecasting de métricas de processo). Porém, sem abstract disponível, não é possível confirmar se o escopo cobre processos de software ou se aplica a domínios genéricos (manufatura, saúde, etc.). A publicação em Data Mining and Knowledge Discovery (venue genérica) e a ausência de inf",semanticscholar,doi_exact
693c502e,A process mining and machine learning based approach for remaining time prediction of production orders,10.1007/s10845-026-02792-9,2026,springer,"Abstract Predicting the remaining time of production orders is a critical task in the manufacturing sector, particularly for professionals involved in production planning and control (PPC). These managers frequently face substantial uncertainty when estimating delivery commitments to customers. Numerous techniques have been applied to address this challenge, including neural networks, time series models, and non-parametric statistical approaches. Among the emerging methodologies, process mining has proven particularly effective in leveraging event logs to extract insights into the actual execution of business processes. This study introduces a hybrid predictive model that integrates annotated transition systems with machine learning techniques to enhance the accuracy of remaining time predictions for ongoing production orders in industrial settings. The combination of predictive models is achieved through the optimization of a linear programming formulation that minimizes the aggregate absolute error. The proposed approach was evaluated using both synthetic event logs and real-world data from a manufacturing company. Experimental results demonstrate that the proposed method outperforms all benchmarked techniques in terms of prediction accuracy across test scenarios. Across the three tested products, the hybrid model consistently obtained the lowest MAE, improving accuracy up to 12% relative to baseline and state-of-the-art machine-learning models.",maybe,"Título indica claramente process mining + remaining time prediction, alinhado com IC1 e IC3. Porém, abstract está ausente e o domínio (production orders) sugere manufatura, não necessariamente processos de software, levantando questão sobre EC1. Sem abstract, não é possível confirmar se há aplicação a SW ou se é contexto puramente industrial.",IC1|IC3,EC1,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título indica claramente process mining + remaining time prediction, alinhado com IC1 e IC3. Porém, abstract está ausente e o domínio (production orders) sugere manufatura, não necessariamente processos de software, levantando questão sobre EC1. Sem abstract, não é possível confirmar se há aplicação a SW ou se é contexto puramente industrial."",
  ""matched_ic"": [""IC1"", ""IC3""],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining"", ""forecast",openalex,doi_exact
9b27e180,Predicting Remaining Cycle Time from Ongoing Cases: A Survival Analysis-Based Approach,10.1007/978-3-030-72693-5_8,2021,springer,,maybe,"Título fortemente alinhado com IC3 (forecasting de remaining time em processos) e publicado em Process Mining Workshops, mas abstract ausente impossibilita confirmação de escopo, domínio de aplicação (SW vs. genérico BPM) e validação de exclusões.",IC3,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título fortemente alinhado com IC3 (forecasting de remaining time em processos) e publicado em Process Mining Workshops, mas abstract ausente impossibilita confirmação de escopo, domínio de aplicação (SW vs. genérico BPM) e validação de exclusões."",
  ""matched_ic"": [""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""forecasting"",
    ""remaining_time"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_c",,
4f7c533c,On the potential of large language models to solve semantics-aware process mining tasks,10.1007/s44311-025-00019-3,2025,springer,"Large language models (LLMs) have shown to be valuable tools for tackling process mining tasks. Existing studies report on their capability to support various data-driven process analyses and even, to some extent, that they are able to reason about how processes work. This reasoning ability suggests that there is potential for LLMs to tackle semantics-aware process mining tasks, which are tasks that rely on an understanding of the meaning of activities and their relationships. Examples of these include process discovery, where the meaning of activities can indicate their dependency, whereas in anomaly detection the meaning can be used to recognize process behavior that is abnormal. In this paper, we systematically explore the capabilities of LLMs for such tasks. Unlike prior work, which largely evaluates LLMs in their default state, we investigate their utility through both in-context learning and supervised fine-tuning. Concretely, we define five process mining tasks requiring semantic understanding and provide extensive benchmarking datasets for evaluation. Our experiments reveal that while LLMs struggle with challenging process mining tasks when used out of the box or with minimal in-context examples, they achieve strong performance when fine-tuned for these tasks across a broad range of process types and industries.",maybe,"O título sugere forte relevância para process mining (IC1), mas sem abstract disponível não é possível confirmar se o trabalho aplica LLMs a processos de SW reais ou se é puramente teórico/algorítmico. Classificado como 'maybe' conforme protocolo para abstracts ausentes.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere forte relevância para process mining (IC1), mas sem abstract disponível não é possível confirmar se o trabalho aplica LLMs a processos de SW reais ou se é puramente teórico/algorítmico. Classificado como 'maybe' conforme protocolo para abstracts ausentes."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""unclear"",
  ",semanticscholar,doi_exact
