internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,volume,issue,pages,publisher,is_duplicate,duplicate_of,selected,abstract_source,abstract_match_type
f78142d7,scopus,scopus_principal,Principal,10.1016/j.procir.2014.10.040,From COTS simulation software to an open-source platform: A use case in the medical device industry,Dagkakis G.,2014,"Abstract The implementation of Discrete Event Simulation (DES) – based decision support tools in complex manufacturing environments could prove of invaluable help to industrial practitioners involved in cross-functional decision processes at multiple hierarchical levels. The increasing number of decision variables, their stochastic nature and the non-linearity of their mutual relationships theoretically make simulation a preferred modelling approach for a great variety of manufacturing systems as strict simplifying assumptions are not necessarily required and the models’ detail level can be tuned according to the analysis purposes. However, recourse to Commercial Off-The-Shelf (COTS) simulation packages to develop and implement simulation-based solutions in real manufacturing environments usually presents significant cost-of-ownership (COO). Along with license costs, modelling flexibility and sustainability represent fundamental issues raised by industrial engineers that adopt COTS simulation packages. In order to promote the use of DES in production related decision making processes and reduce the associated COO for manufacturing companies, an open-source simulation platform, ManPy, has been developed. ManPy consists of a library of DES objects implemented in SimPy. ManPy's scope is to provide modellers with generic, highly customizable open-source simulation objects that can be connected to form a model in the same fashion of COTS simulation packages. ManPy's on-going development is based on guidelines provided by the analysis of real industrial use cases. Specific pilot models developed in SimPy are used to identify new objects and relevant features to be incorporated in ManPy in order to make it a highly flexible simulation tool. In this article, a use case based on a labour intensive serial production line operating in a medical device manufacturing plant is described. Insights for the transition from a COTS simulation model to a specific SimPy model and finally to generic ManPy objects are presented.",Procedia CIRP,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84923316123,25,C,283-292,,False,,,semanticscholar,doi_exact
7b16240d,scopus,scopus_principal,Principal,10.1201/b15938-32,Stochastic Coloured Petri Nets as a modelling language for complex Event Trees,Nývlt O.,2014,,Safety Reliability and Risk Analysis Beyond the Horizon Proceedings of the European Safety and Reliability Conference Esrel 2013,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84973442975,,,201-208,,False,,,,
fc90d712,scopus,scopus_principal,Principal,,Business process measurement in small enterprises after the installation of an ERP software,Siccardi S.,2014,,Ceur Workshop Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84914689725,1293,,49-59,,False,,,,
28cb343a,scopus,scopus_principal,Principal,10.1007/978-3-642-54338-8_13,Algorithmic systems ecology: Experiments on multiple interaction types and patches,Kahramanoǧullari O.,2014,"Dynamic behavior in ecosystems can emerge as a result of multiple interactions of different types as well as movements of the ecosystem species between different patches. The extinction behaviors in ecosystem models, which can result from the small species numbers, bring stochasticity to the foreground as they are often not observable in deterministic representations. To this end, we demonstrate an integrated approach to ecosystem modeling from an algorithmic systems biology point of view. We use a modeling interface, called LIME, which allows us to give biologically intuitive models of a plant-pollinator system’s descriptions with varying interaction types and patches. Our models, written in a narrative style, are automatically translated into stochastic programming languages. The discrete stochastic nature of the models brings about the possibility to analyze the models with respect to their simulations as well as various graph representations. Our analysis provides an assessment of the functional dynamics of ecosystems with respect to the influence of various interaction patterns and patch links",Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84958538482,7991 LNCS,,154-171,,False,,,core,title_exact
8786e52c,scopus,scopus_principal,Principal,10.1109/ISSCS.2013.6651179,Bundled software for simulation modeling,Dubinin D.,2013,"The paper is dedicated to issues of special software development for stochastic modeling “CS sF”. It considers the short description of the software features, a generalized block diagram “CS sF”, series of morphologies of obtained space-time signals (STS) and their bitmap images. The numerical simulations results of generated STS statistical processing are presented. The directions of perspective research are formulated. The possibility of theoretical information analysis of STS provided by this software is shown. The results of a numerical experiment set based on stochastic simulation package “CS sF” are given.",Isscs 2013 International Symposium on Signals Circuits and Systems,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84890868255,,,,,False,,,openalex,doi_exact
54da8804,scopus,scopus_principal,Principal,10.1109/ICSESS.2013.6615299,Computational complexities and relative performance of LDPC codes and turbo codes,Zuo J.,2013,"This paper addresses the computational requirements and relative performance of low-density parity-check (LDPC) codes and Turbo codes. Detailed complexity analysis and exact formulas giving the required number of calculations are first presented for LDPC codes and Turbo codes, and then Monte Carlo simulations are performed to compare their relative performance at comparable computation cost. The numeral results show that even at moderate block length the optimized irregular LDPC codes can also beat Turbo codes with only 19% computational cost.",Proceedings of the IEEE International Conference on Software Engineering and Service Sciences Icsess,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84890023777,,,251-254,,False,,,openalex,doi_exact
d1d65436,scopus,scopus_principal,Principal,10.1007/978-3-642-41202-8_20,Asymptotic bounds for quantitative verification of perturbed probabilistic systems,Su G.,2013,"The majority of existing probabilistic model checking case studies are based on well understood theoretical models and distributions. However, real-life probabilistic systems usually involve distribution parameters whose values are obtained by empirical measurements and thus are subject to small perturbations. In this paper, we consider perturbation analysis of reachability in the parametric models of these systems (i.e., parametric Markov chains) equipped with the norm of absolute distance. Our main contribution is a method to compute the asymptotic bounds in the form of condition numbers for constrained reachability probabilities against perturbations of the distribution parameters of the system. The adequacy of the method is demonstrated through experiments with the Zeroconf protocol and the hopping frog problem.",Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84889604785,8144 LNCS,,297-312,,False,,,semanticscholar,doi_exact
877966d5,scopus,scopus_principal,Principal,10.1109/PACRIM.2013.6625476,PCBSecure: A new software tool to evaluate the security of printed circuit boards,ElMiligi H.,2013,"In this paper, a new Electronic Design Automation (EDA) tool that estimates the probability of successful hacking of Printed Circuit Boards (PCBs) is presented. The tool uses a new analytical model for the probability of successful hacking that is developed using Markov chain analysis. A Graphical User Interface (GUI) is designed as a designer-friendly interface to analyze the security of a PCB based on its technology parameters, which are calibrated using image processing techniques. Based on the simulation results, we propose new design ideas to improve the immunity of PCBs against reverse engineering.",IEEE Pacific RIM Conference on Communications Computers and Signal Processing Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84889022599,,,212-216,,False,,,openalex,doi_exact
ec206bad,scopus,scopus_principal,Principal,10.1109/SEAA.2013.18,Early and accurate modeling of streaming embedded applications,Lee R.,2013,"This paper presents automatic generation of fast and accurate timed models of streaming embedded applications, before the complete software-hardware platform is available. First, a measurement model is generated and executed, on the target processor, to predict the computation delays in the application. Next, the stochastic delays are annotated to the application code to generate a host-compiled model of the application. Our experiments show that such models can be generated and simulated in seconds to accurately predict the computation load offered by the application. Our results with large streaming media applications, such as music and voice codecs, show that the estimation errors are less than 3.3%, while providing very high simulation speed. Therefore, using our models, embedded system designers can perform early optimizations to the system architecture with high confidence.",Proceedings 39th Euromicro Conference Series on Software Engineering and Advanced Applications Seaa 2013,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84889004957,,,212-219,,False,,,openalex,doi_exact
48a3c416,scopus,scopus_principal,Principal,10.1109/ESEM.2013.13,Automatic checking of conformance to requirement boilerplates via text chunking: An industrial case study,Arora C.,2013,"Context. Boilerplates have long been used in Requirements Engineering (RE) to increase the precision of natural language requirements and to avoid ambiguity problems caused by unrestricted natural language. When boilerplates are used, an important quality assurance task is to verify that the requirements indeed conform to the boilerplates. Objective. If done manually, checking conformance to boilerplates is laborious, presenting a particular challenge when the task has to be repeated multiple times in response to requirements changes. Our objective is to provide automation for checking conformance to boilerplates using a Natural Language Processing (NLP) technique, called Text Chunking, and to empirically validate the effectiveness of the automation. Method. We use an exploratory case study, conducted in an industrial setting, as the basis for our empirical investigation. Results. We present a generalizable and tool-supported approach for boilerplate conformance checking. We report on the application of our approach to the requirements document for a major software component in the satellite domain. We compare alternative text chunking solutions and argue about their effectiveness for boilerplate conformance checking. Conclusion. Our results indicate that: (1) text chunking provides a robust and accurate basis for checking conformance to boilerplates, and (2) the effectiveness of boilerplate conformance checking based on text chunking is not compromised even when the requirements glossary terms are unknown. This makes our work particularly relevant to practice, as many industrial requirements documents have incomplete glossaries.",International Symposium on Empirical Software Engineering and Measurement,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84893293634,,,35-44,,False,,,semanticscholar,doi_exact
563baedc,scopus,scopus_principal,Principal,10.4230/LIPIcs.FSTTCS.2013.487,Solvency Markov decision processes with interest,Brázdil T.,2013,"Solvency games, introduced by Berger et al., provide an abstract framework for modelling decisions of a risk-averse investor, whose goal is to avoid ever going broke. We study a new variant of this model, where, in addition to stochastic environment and fixed increments and decrements to the investor's wealth, we introduce interest, which is earned or paid on the current level of savings or debt, respectively. 
We study problems related to the minimum initial wealth sufficient to avoid bankruptcy (i.e. steady decrease of the wealth) with probability at least p. We present an exponential time algorithm which approximates this minimum initial wealth, and show that a polynomial time approximation is not possible unless P = NP. For the qualitative case, i.e. p=1, we show that the problem whether a given number is larger than or equal to the minimum initial wealth belongs to both NP and coNP, and show that a polynomial time algorithm would yield a polynomial time algorithm for mean-payoff games, existence of which is a longstanding open problem. We also identify some classes of solvency MDPs for which this problem is in P. In all above cases the algorithms also give corresponding bankruptcy avoiding strategies.",Leibniz International Proceedings in Informatics Lipics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84907519988,24,,487-499,,False,,,semanticscholar,doi_exact
e4cc8c60,scopus,scopus_principal,Principal,10.3389/fphy.2013.00022,"ImaSim, a software tool for basic education of medical x-ray imaging in radiotherapy and radiology",Landry G.,2013,"Introduction: X-ray imaging is an important part of medicine and plays a crucial role in radiotherapy. Education in this field is mostly limited to textbook teaching due to equipment restrictions. A novel simulation tool, ImaSim, for teaching the fundamentals of the x-ray imaging process based on ray-tracing is presented in this work. ImaSim is used interactively via a graphical user interface (GUI). Materials and methods: The software package covers the main x-ray based medical modalities: planar kilo voltage (kV), planar (portal) mega voltage (MV), fan beam computed tomography (CT) and cone beam CT (CBCT) imaging. The user can modify the photon source, object to be imaged and imaging setup with three-dimensional editors. Objects are currently obtained by combining blocks with variable shapes. The imaging of three-dimensional voxelized geometries is currently not implemented, but can be added in a later release. The program follows a ray-tracing approach, ignoring photon scatter in its current implementation. Simulations of a phantom CT scan were generated in ImaSim and were compared to measured data in terms of CT number accuracy. Spatial variations in the photon fluence and mean energy from an x-ray tube caused by the heel effect were estimated from ImaSim and Monte Carlo simulations and compared. Results: In this paper we describe ImaSim and provide two examples of its capabilities. CT numbers were found to agree within 36 Hounsfield Units (HU) for bone, which corresponds to a 2% attenuation coefficient difference. ImaSim reproduced the heel effect reasonably well when compared to Monte Carlo simulations. Discussion: An x-ray imaging simulation tool is made available for teaching and research purposes. ImaSim provides a means to facilitate the teaching of medical x-ray imaging.",Frontiers in Physics,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85064950417,1,NOV,,,False,,,semanticscholar,doi_exact
5e012d52,scopus,scopus_principal,Principal,,Intelligent agile method framework,Janković M.,2013,"International audienceThe paper addresses the problem of the low quality of the process/product in the software development industry. In particular it deals with the issue of the low usage of software development methods, which is empirically proved to be one of the reasons for failures in software development projects and a contributor to the low quality of software. In this paper, we outline an approach that could help to improve the maturity of software development processes by circumventing the problems that hinder the use of disciplined approaches in the software development practice. The approach is based on the method engineering principles and represents a continuation of our past research in this field",Enase 2013 Proceedings of the 8th International Conference on Evaluation of Novel Approaches to Software Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84887049613,,,232-237,,False,,,core,title_exact
9ee65eda,scopus,scopus_principal,Principal,10.1007/s00500-013-0998-6,Asymmetric decomposability and persegram representation in coherent conditional probability theory,Petturiti D.,2013,"In this paper we introduce an asymmetric counterpart of decomposable independence models, motivated by stochastic cs-independence in the context of coherent conditional probability which is generally not symmetric. We provide a full algebraic characterization of this class of models and we show they are completely representable by means of persegrams. Finally, decomposition of a coherent conditional probability according to a persegram is presented",Soft Computing,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84885941212,17,11,2131-2145,,False,,,core,title_exact
e454d548,scopus,scopus_principal,Principal,10.4018/978-1-4666-4667-4.ch014,An integrated infrastructure using process mining techniques for software process verification,Gürgen T.,2013,"The verification of process implementations according to specifications is a critical step of process management. This verification must be practiced according to objective criteria and evidence. This study explains an integrated infrastructure that utilizes process mining for software process verification and case studies carried out by using this infrastructure. Specific software providing the utilization of process mining algorithms for software process verification is developed as a plugin to an open-source EPF Composer tool that supports the management of software and system engineering processes. With three case studies, bug management, task management, and defect management processes are verified against defined and established process models (modeled by using EPF Composer) by using this plugin over real process data. Among these, the results of the case study performed in a large, leading IT solutions company in Turkey are remarkable in demonstrating the opportunities for process improvement.",Uncovering Essential Software Artifacts Through Business Process Archeology,chapter,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84956740316,,,364-382,,False,,,openalex,doi_exact
420f82dc,scopus,scopus_principal,Principal,10.1109/ICSE.2013.6606643,Estimating software-intensive projects in the absence of historical data,Dagnino A.,2013,"This paper describes a software estimation technique that can be used in situations where there is no reliable historical data available to develop the initial effort estimate of a software development project. The technique described incorporates a set of key estimation principles and three estimation methods that are utilized in tandem to deliver the estimation results needed to have a robust initial estimation. An important contribution of this paper is bringing together into ONe Software Estimation Tool-kit (ONSET) multiple concepts, principles, and methods in the software estimation field, which are typically discussed separately in the estimation literature and can be employed when an organization does not have reliable historical data. The paper shows how these principles and methods are applied to derive estimates without the need of using complex or expensive tools. A case study is presented using ONSET which was carried out as an estimation pilot study conducted in one of the software development Business Units of ABB. The results of this pilot project provided insights on how to implement ONSET across ABB software development business units. Practical guidance is offered in this paper on how an organization that does not have reliable historical data can begin to collect data to use in future projects using ONSET. In contrast to many papers that describe estimation approaches, this paper explains how to use a combination of judgment-based and model-based methods such as the Planning Poker, Modified Wideband Delphi, and Monte Carlo simulation to derive the initial estimates. Once an organization begins collecting reliable historical data, ONSET will provide even more accurate estimation results and a smoother transition to the use of model-based estimation methods and tools can be achieved.",Proceedings International Conference on Software Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84886416227,,,941-950,,False,,,openalex,doi_exact
ca3256dd,scopus,scopus_principal,Principal,10.1007/978-3-642-34522-7_14,Design of nonuniform quantizer in satellite navigation receivers,Zeng X.,2013,,Lecture Notes in Electrical Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84886422301,211 LNEE,,119-128,,False,,,,
d651ddfb,scopus,scopus_principal,Principal,10.1109/TASE.2013.20,Model repair for Markov decision processes,Chen T.,2013,"Markov decision processes (MDPs) are often used for modelling distributed systems with probabilistic failure or randomisation. We consider the problem of model repair for MDPs defined as follows: if the MDP fails to satisfy a property, we aim to find new values for the transition probabilities so that the property is guaranteed to hold, while at the same time the cost of repair is minimised. Because solving the MDP repair problem exactly is infeasible, in this paper we focus on approximate solution methods. We first formulate a region-based approach, which yields an interval in which the minimal repair cost is contained. As an alternative, we also consider sampling based approaches, which are faster but unable to provide lower bounds on the repair cost. We have integrated both methods into the probabilistic model checker PRISM and demonstrated their usefulness in practice using a computer virus case study.",Proceedings 2013 International Symposium on Theoretical Aspects of Software Engineering Tase 2013,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84886433051,,,85-92,,False,,,openalex,doi_exact
3f0237cd,scopus,scopus_principal,Principal,,A stochastic approach to security software quality management,Bubevski V.,2013,,25th European Modeling and Simulation Symposium Emss 2013,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84886894170,,,35-43,,False,,,,
cfab9b1e,scopus,scopus_principal,Principal,10.1007/978-3-642-40894-6_15,Stochastic model-based analysis of railway operation to support traffic planning,Di Giandomenico F.,2013,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84885733720,8166 LNCS,,184-198,,False,,,,
82994aed,scopus,scopus_principal,Principal,10.1109/TEVC.2012.2227973,On the convergence of chemical reaction optimization for combinatorial optimization,Lam A.Y.S.,2013,"A novel general-purpose optimization method, chemical reaction optimization (CRO), is a population-based metaheuristic inspired by the phenomenon of interactions between molecules in a chemical reaction process. CRO has demonstrated its competitive edge over existing methods in solving many real-world problems. However, all studies concerning CRO have been empirical in nature and no theoretical analysis has been conducted to study its convergence properties. In this paper, we present some convergence results for several generic versions of CRO, each of which adopts different combinations of elementary reactions. We investigate the limiting behavior of CRO. By modeling CRO as a finite absorbing Markov chain, we show that CRO converges to a global optimum solution with a probability arbitrarily close to one when time tends to infinity. Our results also show that the convergence of CRO is determined by both the elementary reactions and the total energy of the system. Moreover, we also study and discuss the finite time behavior of CRO.",IEEE Transactions on Evolutionary Computation,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84885104636,17,5,605-620,,False,,,openalex,doi_exact
29e3c4f8,scopus,scopus_principal,Principal,10.1145/2491411.2494591,RUBRIC: A flexible tool for automated checking of conformance to requirement boilerplates,Arora C.,2013,"Using requirement boilerplates is an effective way to mit- igate many types of ambiguity in Natural Language (NL) requirements and to enable more automated transformation and analysis of these requirements. When requirements are expressed using boilerplates, one must check, as a first qual- ity assurance measure, whether the requirements actually conform to the boilerplates. If done manually, boilerplate conformance checking can be laborious, particularly when requirements change frequently. We present RUBRIC (Re- qUirements BoileRplate sanIty Checker), a flexible tool for automatically checking NL requirements against boilerplates for conformance. RUBRIC further provides a range of di- agnostics to highlight potentially problematic syntactic con- structs in NL requirement statements. RUBRIC is based on a Natural Language Processing (NLP) technique, known as text chunking. A key advantage of RUBRIC is that it yields highly accurate results even in early stages of requirements writing, where a requirements glossary may be unavailable or only partially specified. RUBRIC is scalable and can be applied repeatedly to large sets of requirements as they evolve. The tool has been validated through an industrial case study which we outline briefly in the paper.",2013 9th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering Esec Fse 2013 Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84883671220,,,599-602,,False,,,semanticscholar,doi_exact
4bfb3059,scopus,scopus_principal,Principal,10.1109/TSE.2013.14,Verifying protocol conformance using software model checking for the model-driven development of embedded systems,Moffett Y.,2013,"To facilitate modular development, the use of state machines has been proposed to specify the protocol (i.e., the sequence of messages) that each port of a component can engage in. The protocol conformance checking problem consists of determining whether the actual behavior of a component conforms to the protocol specifications on its ports. In this paper, we consider this problem in the context of the model-driven development (MDD) of embedded systems based on UML 2, in which UML 2 state machines are used to specify component behavior. We provide a definition of conformance which slightly extends those found in the literature and reduce the conformance check to a state space exploration. We describe a tool implementing the approach using the Java PathFinder software model checker and the MDD tool IBM Rational RoseRT, discuss its application to three case studies, and show how the tool repeatedly allowed us to find unexpected conformance errors with encouraging performance. We conclude that the approach is promising for supporting the modular development of embedded components in the context of industrial applications of MDD.",IEEE Transactions on Software Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84883400907,39,9,1307-1325,,False,,,openalex,doi_exact
f0da5414,scopus,scopus_principal,Principal,,"Business Process Management - 11th International Conference, BPM 2013, Proceedings",,2013,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84881238848,8094 LNCS,,,,False,,,,
3138fd79,scopus,scopus_principal,Principal,10.1111/stan.12009,Multiple imputation of incomplete zero-inflated count data,Kleinke K.,2013,"Empirical count data are often zero‐inflated and overdispersed. Currently, there is no software package that allows adequate imputation of these data. We present multiple‐imputation routines for these kinds of count data based on a Bayesian regression approach or alternatively based on a bootstrap approach that work as add‐ons for the popular multiple imputation by chained equations ( mice ) software in R ( van Buuren and Groothuis‐Oudshoorn , Journal of Statistical Software , vol. 45, 2011, p. 1). We demonstrate in a Monte Carlo simulation that our procedures are superior to currently available count data procedures. It is emphasized that thorough modeling is essential to obtain plausible imputations and that model mis‐specifications can bias parameter estimates and standard errors quite noticeably. Finally, the strengths and limitations of our procedures are discussed, and fruitful avenues for future theory and software development are outlined.",Statistica Neerlandica,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84880646167,67,3,311-336,,False,,,openalex,doi_exact
b301af2b,scopus,scopus_principal,Principal,10.1080/03610918.2012.665550,CUSUM procedures for monitoring process mean and variability,Zhang X.,2013,"Cumulative sum (CUSUM) control schemes are widely used in industry for process and measurement control. Most CUSUM applications have been in monitoring shifts in the mean level of a process or in the process variability separately. In this article, we proposes a CUSUM chart based on the likelihood ratio test for the change point problem for normal process when controlling process mean and variability simultaneously. A Markov chain model is developed to analyze the performance of the new chart. Some numerical results and comparisons have been given. It has been shown that the new chart has an average run length performance that is superior to other procedures.",Communications in Statistics Simulation and Computation,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84873406893,42,7,1455-1471,,False,,,openalex,doi_exact
289344cb,scopus,scopus_principal,Principal,10.1007/978-3-642-39031-9_19,Maintaining architectural conformance during software development: A practical approach,Dimech C.,2013,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84879873682,7957 LNCS,,208-223,,False,,,,
e1c6d6e6,scopus,scopus_principal,Principal,10.1002/spe.1116,UML design pattern metamodel-level constraints for the maintenance of software evolution,Park J.,2013,"SUMMARY Software maintenance including design is difficult because it is usually performed on someone else's work over a period of time. Maintaining a pattern‐based design is especially much more difficult when the information on specific patterns that have been used are not available in the corresponding design documents. Also, finding a maintainer who has a similar level of knowledge on specific patterns that the initial designer had is not easy. Pattern‐based design, the use of design patterns during the software design process, has become widely used in the object‐oriented community because of its many benefits such as its reuse. However, the defects in pattern‐based design can be introduced during the design maintenance phase when the changes are made to the requirements and the initial design, but the conformance to the original patterns is neglected. This conformance process is laborious and time consuming; no systematic process exists to guide the defects discovery and maintenance. Also, deep and correct knowledge of design patterns and their characteristics are required because this process is conducted by human experts. Failure to follow this conformance process and to maintain correct designs during software design evolution may cause serious problems in later software development and maintenance stages by not providing the benefits of pattern‐based design that would have been possible if followed correctly. There is a strong need of a systematic design and maintenance method for preventing defects in design patterns introduced during the evolution of pattern‐based software design and its maintenance. Because conventional UML design methods do not provide such systematic ways of assessing pattern‐based design conformance to the evolutionary changes, we have developed the pattern instance changes with UML profiles (PICUP) design method, which is an improved design method for perfective and corrective UML pattern‐based design maintenance and assessment. Design pattern in UML profiles (DPUP) is developed for the use of instantiation, maintenance, and assessment of UML pattern‐based designs to support the formal specification of a design pattern. DPUPs, as the main part of the PICUP design method, provide metamodel‐level UML design constraints using UML stereotype notations and metamodel‐level Object Constraint Language design constraints. Assessment of pattern‐based designs in UML class diagram with the corresponding DPUPs enforces maintainers to make necessary and correct changes to keep the principles of the original designs. Pattern‐related information is annotated using stereotype notations to help assess pattern‐based designs when changes are made. Furthermore, the structural conformance checking of a given UML pattern‐based design can be automated by using the assessment tool. The major contributions of this paper are: (i) specifying design patterns using extended UML profile; (ii) providing a means of how to instantiate pattern‐based designs from DPUPs with naming conventions; and (iii) providing design constraints for maintaining pattern‐based design to guide correct changes of a given design in PICUP method. Explanatory type case studies were performed to better understand and evaluate the effectiveness of the PICUP design method with DPUPs. Answers to the case study questionnaires and the pattern defects discovered from the case studies support the hypothesis that the PICUP method is an improved design method that ensures structural conformance of UML pattern‐based designs to the corresponding design patterns during perfective and corrective design maintenance for software systems. Copyright © 2011 John Wiley &amp; Sons, Ltd.",Software Practice and Experience,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84878705846,43,7,835-866,,False,,,openalex,doi_exact
6b18d96b,scopus,scopus_principal,Principal,10.4018/978-1-4666-4161-7.ch002,Ontological description and Similarity-Based discovery of business process models,Belhajjame K.,2013,"Project repositories are a central asset in software development, as they preserve the knowledge gathered in past development activities. Locating relevant information in a vast project repository is problematic, because it requires manually tagging projects with accurate metadata, an activity which is time consuming and prone to errors and omissions. Just like any other artifact or web service, business processes can be stored in repositories to be shared and used by third parties, e.g., as building blocks for constructing new business processes. The success of such a paradigm depends partly on the availability of effective search tools to locate business processes that are relevant to the user purposes. A handful of researchers have investigated the problem of business process discovery using as input syntactical and structural information that describes business processes. This work explores an additional source of information encoded in the form of annotations that semantically describe business processes. Business processes can be semantically described using the so called abstract business processes. These are designated by concepts from an ontology which additionally captures their relationships. This ontology can be built in an automatic fashion from a collection of (concrete) business processes, and this work illustrates how it can be refined by domain experts and used in the discovery of business processes, with the purpose of reuse and increase in design productivity.",Frameworks for Developing Efficient Information Systems Models Theory and Practice,chapter,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84944622858,,,30-50,,False,,,openalex,doi_exact
c6c6a0d9,scopus,scopus_principal,Principal,10.1109/AERO.2013.6496917,Space to ground sequential lobe tracking of aircraft,Shannon P.D.,2013,"Growing demand for satellite communications capability coupled with shrinking government budgets, has spurred acquisition and repurposing of commercial satellite systems for government missions. One subset of these satellites provides high bandwidth communication with aerial vehicles from geosynchronous orbit. Automated tracking by these satellites of aerial vehicles improves link margin, but is not a typical function of commercial product lines. Additional tracking hardware and flight software development are required to give these commercial products tracking capability. This leads to an inefficient design from a cost and mass standpoint for a large number of slow flying aerial vehicles. Therefore, a need was identified to design a low cost tracking system that minimizes tracking specific spacecraft hardware and flight software development. This paper outlines a sequential lobe tracking system to auto track aerial vehicles and analyzes the algorithm's accuracy and sensitivity in tracking aerial vehicles using their pre-existing uplink signal. The tracking scheme consists of a satellite based RF power meter, automated ground based control of antenna pointing, and ground based processing of the tracking telemetry. The aerial vehicle was modeled as a high altitude, relatively slow moving Ka-band aircraft. To identify and evaluate a feasible design, a MATLAB model was developed to simulate an aerial vehicle, the vehicle's primary uplink signal and its variance, communication and processing latency in the design, and tracking telemetry processing. In addition, the effect on the spacecraft antenna actuators was modeled. The primary output of the model is tracking accuracy and Monte Carlo simulations were used to determine 1, 2, and 3 sigma results. Overall, this paper demonstrates the viability of a sequential lobe scheme with ground based processing as a low cost alternative for Space-to-Ground tracking of slow flying aerial vehicles.",IEEE Aerospace Conference Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84878737830,,,,,False,,,openalex,doi_exact
839ad1ca,scopus,scopus_principal,Principal,10.1109/TSE.2012.67,Event logs for the analysis of software failures: A rule-based approach,Cinque M.,2013,"Event logs have been widely used over the last three decades to analyze the failure behavior of a variety of systems. Nevertheless, the implementation of the logging mechanism lacks a systematic approach and collected logs are often inaccurate at reporting software failures: This is a threat to the validity of log-based failure analysis. This paper analyzes the limitations of current logging mechanisms and proposes a rule-based approach to make logs effective to analyze software failures. The approach leverages artifacts produced at system design time and puts forth a set of rules to formalize the placement of the logging instructions within the source code. The validity of the approach, with respect to traditional logging mechanisms, is shown by means of around 12,500 software fault injection experiments into real-world systems.",IEEE Transactions on Software Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84878475844,39,6,806-821,,False,,,openalex,doi_exact
1626956c,scopus,scopus_principal,Principal,10.1177/0037549713479405,Call-type dependence in multiskill call centers,Jaoua A.,2013,"The effect on multiskill call-center performance of pooling dependent call types is investigated. For this purpose, a copula-based modeling approach is used to provide multivariate models that take into account the call types’ asymmetric dependence structures found in empirical data. Then, the realistic input models of the call-type-dependent arrival processes are used in a simulation study to explore the sensitivity of the pooling decision to this dependence. We find that the widely used assumption of independence, as well as the misspecification of the dependence structure, can lead to substantial misestimation of call-center performance. This demonstrates the importance of modeling call-type dependence in stochastic simulation studies of call centers. We also show, through case studies, that pooling two asymmetric left-tail-dependent call types is more likely to lead to low agents occupancy; whereas the presence of right-tail dependence structure increases the risk of service-level shortfall. This work provides new managerial insights to improve decision making in determining which call types to merge in the same pool in multiskill call centers.",Simulation,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84879542450,89,6,722-734,,False,,,openalex,doi_exact
