internal_id,title,doi,year,abstract,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,raw
081841bc,A systematic literature review on state-of-the-art deep learning methods for process prediction,10.1007/s10462-021-09960-8,2021,"Process mining enables the reconstruction and evaluation of business processes based on digital traces in IT systems. An increasingly important technique in this context is process prediction. Given a sequence of events of an ongoing trace, process prediction allows forecasting upcoming events or performance measurements. In recent years, multiple process prediction approaches have been proposed, applying different data processing schemes and prediction algorithms. This study focuses on deep learning algorithms since they seem to outperform their machine learning alternatives consistently. Whilst having a common learning algorithm, they use different data preprocessing techniques, implement a variety of network topologies and focus on various goals such as outcome prediction, time prediction or control-flow prediction. Additionally, the set of log-data, evaluation metrics and baselines used by the authors diverge, making the results hard to compare. This paper attempts to synthesise the advantages and disadvantages of the procedural decisions in these approaches by conducting a systematic literature review.",exclude,"Embora o paper trate de process mining e prediction com deep learning, o resumo não fornece evidência de aplicação específica a processos de software (commits, issues, PR, CI/CD). O escopo refere-se genericamente a 'business processes' e 'digital traces em IT systems', sem diferenciação de domínio de engenharia de software. Trata-se de uma SLR em process prediction, que pode ser secundária e cai p",,EC1|EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Embora o paper trate de process mining e prediction com deep learning, o resumo não fornece evidência de aplicação específica a processos de software (commits, issues, PR, CI/CD). O escopo refere-se genericamente a 'business processes' e 'digital traces em IT systems', sem diferenciação de domínio de engenharia de software. Trata-se de uma SLR em process prediction, que pode ser secundária e cai potencialmente em EC4 (revisão secundária fora do "
f5bd1ead,Predictive Business Process Monitoring via Generative Adversarial Nets: The Case of Next Event Prediction,10.1007/978-3-030-58666-9_14,2020,"Predictive process monitoring aims to predict future characteristics of an ongoing process case, such as case outcome or remaining timestamp. Recently, several predictive process monitoring methods based on deep learning such as Long Short-Term Memory or Convolutional Neural Network have been proposed to address the problem of next event prediction. However, due to insufficient training data or sub-optimal network configuration and architecture, these approaches do not generalize well the problem at hand. This paper proposes a novel adversarial training framework to address this shortcoming, based on an adaptation of Generative Adversarial Networks (GANs) to the realm of sequential temporal data. The training works by putting one neural network against the other in a two-player game (hence the adversarial nature) which leads to predictions that are indistinguishable from the ground truth. We formally show that the worst-case accuracy of the proposed approach is at least equal to the accuracy achieved in non-adversarial settings. From the experimental evaluation it emerges that the approach systematically outperforms all baselines both in terms of accuracy and earliness of the prediction, despite using a simple network architecture and a naive feature encoding. Moreover, the approach is more robust, as its accuracy is not affected by fluctuations over the case length.",exclude,"O resumo descreve um método de predictive process monitoring usando GANs para next event prediction em event logs, mas não há evidência de aplicação específica a processos de desenvolvimento de software. O domínio é genérico (business process monitoring) e o paper não menciona artefatos de SW (commits, issues, PR, CI/CD) ou processos de desenvolvimento. Atende IC3 (forecasting de métricas de proce",IC3,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo descreve um método de predictive process monitoring usando GANs para next event prediction em event logs, mas não há evidência de aplicação específica a processos de desenvolvimento de software. O domínio é genérico (business process monitoring) e o paper não menciona artefatos de SW (commits, issues, PR, CI/CD) ou processos de desenvolvimento. Atende IC3 (forecasting de métricas de processo), mas sem comprovação de contexto em SW, a re"
6c37c73b,Responsible Process Mining,10.1007/978-3-031-08848-3_12,2022,"Abstract The prospect of data misuse negatively affecting our life has lead to the concept of responsible data science. It advocates for responsibility to be built, by design, into data management, data analysis, and algorithmic decision making techniques such that it is made difficult or even impossible to intentionally or unintentionally cause harm. Process mining techniques are no exception to this and may be misused and lead to harm. Decisions based on process mining may lead to unfair decisions causing harm to people by amplifying the biases encoded in the data by disregarding infrequently observed or minority cases. Insights obtained may lead to inaccurate conclusions due to failing to considering the quality of the input event data. Confidential or personal information on process stakeholders may be leaked as the precise work behavior of an employee can be revealed. Process mining models are usually white-box but may still be difficult to interpret correctly without expert knowledge hampering the transparency of the analysis. This chapter structures the topic of responsible process mining based on the FACT criteria: Fairness, Accuracy, Confidentiality, and Transparency. For each criteria challenges specific to process mining are provided and the current state of the art is briefly summarized.",exclude,"O paper aborda process mining sob perspectiva de responsabilidade (ética, fairness, transparência, confidencialidade) sem evidência de aplicação a processos de software, modelagem estocástica ou forecasting. Trata-se de uma revisão conceitual de challenges em PM genérico (sem contexto específico de SE), não apresentando métodos estocásticos, predição de métricas de processo ou mineração de reposit",,EC1|EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aborda process mining sob perspectiva de responsabilidade (ética, fairness, transparência, confidencialidade) sem evidência de aplicação a processos de software, modelagem estocástica ou forecasting. Trata-se de uma revisão conceitual de challenges em PM genérico (sem contexto específico de SE), não apresentando métodos estocásticos, predição de métricas de processo ou mineração de repositórios de software."",
  ""matched_ic"": [],
  ""match"
aaee8a95,Data- &amp; compute-efficient deviance mining via active learning and fast ensembles,10.1007/s10844-024-00841-4,2024,"Detecting deviant traces in business process logs is crucial for modern organizations, given the harmful impact of deviant behaviours (e.g., attacks or faults). However, training a Deviance Prediction Model (DPM) by solely using supervised learning methods is impractical in scenarios where only few examples are labelled. To address this challenge, we propose an Active-Learning-based approach that leverages multiple DPMs and a temporal ensembling method that can train and merge them in a few training epochs. Our method needs expert supervision only for a few unlabelled traces exhibiting high prediction uncertainty. Tests on real data (of either complete or ongoing process instances) confirm the effectiveness of the proposed approach.",exclude,"O resumo descreve um método genérico de aprendizado ativo para detectar traços desviantes em event logs de processos de negócio, mas não aplica process mining a artefatos específicos de software (commits, issues, PR, CI/CD) nem modelagem estocástica para processos de SW. A abordagem é um algoritmo de ML (active learning + ensemble) sem avaliação documentada em contexto de desenvolvimento de softwa",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo descreve um método genérico de aprendizado ativo para detectar traços desviantes em event logs de processos de negócio, mas não aplica process mining a artefatos específicos de software (commits, issues, PR, CI/CD) nem modelagem estocástica para processos de SW. A abordagem é um algoritmo de ML (active learning + ensemble) sem avaliação documentada em contexto de desenvolvimento de software — satisfaz EC3 (algoritmo sem aplicação a proc"
5d10f784,Truncated Trace Classifier. Removal of Incomplete Traces from Event Logs,10.1007/978-3-030-49418-6_10,2020,"We consider truncated traces, which are incomplete sequences of events. This typically happens when dealing with streaming data or when the event log extraction process cuts the end of the trace. The existence of truncated traces in event logs and their negative impacts on process mining outcomes have been widely acknowledged in the literature. Still, there is a lack of research on algorithms to detect them. We propose the Truncated Trace Classifier (TTC), an algorithm that distinguishes truncated traces from the ones that are not truncated. We benchmark 5 TTC implementations that use either LSTM or XGBOOST on 13 real-life event logs. Accurate TTCs have great potential. In fact, filtering truncated traces before applying a process discovery algorithm greatly improves the precision of the discovered process models, by 9.1%. Moreover, we show that TTCs increase the accuracy of a next event prediction algorithm by up to 7.5%.",include,"O paper aborda process mining em event logs (IC1), propondo um algoritmo (TTC) para detectar e remover traces truncados. Demonstra aplicação prática ao melhorar a precisão de descoberta de processos (9.1%) e acurácia de predição de próximos eventos (7.5%). Não há evidência de exclusão decisiva (EC1-EC4). Embora não especifique explicitamente domínio de software, aplica-se diretamente a análise de ",IC1,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper aborda process mining em event logs (IC1), propondo um algoritmo (TTC) para detectar e remover traces truncados. Demonstra aplicação prática ao melhorar a precisão de descoberta de processos (9.1%) e acurácia de predição de próximos eventos (7.5%). Não há evidência de exclusão decisiva (EC1-EC4). Embora não especifique explicitamente domínio de software, aplica-se diretamente a análise de event logs, núcleo do escopo PATHCAST."",
  ""match"
714b5020,Quantifying the Re-identification Risk of Event Logs for Process Mining,10.1007/978-3-030-49435-3_16,2020,"Event logs recorded during the execution of business processes constitute a valuable source of information. Applying process mining techniques to them, event logs may reveal the actual process execution and enable reasoning on quantitative or qualitative process properties. However, event logs often contain sensitive information that could be related to individual process stakeholders through background information and cross-correlation. We therefore argue that, when publishing event logs, the risk of such re-identification attacks must be considered. In this paper, we show how to quantify the re-identification risk with measures for the individual uniqueness in event logs. We also report on a large-scale study that explored the individual uniqueness in a collection of publicly available event logs. Our results suggest that potentially up to all of the cases in an event log may be re-identified, which highlights the importance of privacy-preserving techniques in process mining.",exclude,"O paper foca em privacidade e re-identificação em event logs, não em process mining aplicado a processos de software, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. Nenhum dos critérios de inclusão (IC1–IC4) é atendido; o escopo é privacidade/segurança genérica de event logs, não engenharia de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper foca em privacidade e re-identificação em event logs, não em process mining aplicado a processos de software, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. Nenhum dos critérios de inclusão (IC1–IC4) é atendido; o escopo é privacidade/segurança genérica de event logs, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1""
  ],
  ""evidence_tags"": [
    ""pr"
d9894cca,Security-Related Obstructability in Process-Aware Information Systems,10.1007/978-3-658-38154-7_2,2022,"Abstract This chapter examines the state of the art with regard to security-related obstructability in process-aware information systems, such as workflow satisfiability and resilience. Thereby, requirements for analyzing, detecting, and handling obstructions will be derived along the phases resulting from the enforcement of security properties and the business process management lifecycle. Besides introducing the notion of “obstructability” and “completability” of security-aware workflows, various possibilities of how, in particular, logs can be used to obtain indicators will be examined.",exclude,"O resumo trata de segurança em sistemas workflow e BPM genérico (satisfiabilidade de workflow, resiliência, obstruções), sem evidência de process mining, modelagem estocástica, forecasting em processos de SW, ou mineração de repositórios. O foco é em análise de segurança e conformidade de workflow abstratos, não em processos de desenvolvimento de software nem em predição de métricas de processo.",,EC1|EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo trata de segurança em sistemas workflow e BPM genérico (satisfiabilidade de workflow, resiliência, obstruções), sem evidência de process mining, modelagem estocástica, forecasting em processos de SW, ou mineração de repositórios. O foco é em análise de segurança e conformidade de workflow abstratos, não em processos de desenvolvimento de software nem em predição de métricas de processo."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1"","
e806a9fa,LoGo: Combining Local and Global Techniques for Predictive Business Process Monitoring,10.1007/978-3-030-49435-3_18,2020,"Predicting process behavior in terms of the next activity to be executed and/or its timestamp can be crucial, e.g., to avoid impeding compliance violations or performance problems. Basically, two prediction techniques are conceivable, i.e., global and local techniques. Global techniques consider all process behavior at once, but might suffer from noise. Local techniques consider a certain subset of the behavior, but might loose the “big picture”. A combination of both techniques is promising to balance out each others drawbacks, but exists so far only in an implicit and unsystematic way. We propose LoGo as a systematic combined approach based on a novel global technique and an extended local one. LoGo is evaluated based on real life execution logs from multiple domains, outperforming nine comparison approaches. Overall, LoGo results in explainable prediction models and high prediction quality.",exclude,"O resumo descreve uma técnica de predição de comportamento em processos de negócio (next activity e timestamp) usando event logs, mas não há evidência explícita de que o domínio seja especificamente processos de desenvolvimento de software (IC1 requer 'artefatos de SW' ou 'processos de desenvolvimento de SW'). A avaliação é feita em 'múltiplos domínios' sem especificar software. Portanto, não aten",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo descreve uma técnica de predição de comportamento em processos de negócio (next activity e timestamp) usando event logs, mas não há evidência explícita de que o domínio seja especificamente processos de desenvolvimento de software (IC1 requer 'artefatos de SW' ou 'processos de desenvolvimento de SW'). A avaliação é feita em 'múltiplos domínios' sem especificar software. Portanto, não atende IC1 (deve mencionar commits, issues, PR, CI/CD"
5cfcbc53,Exploiting Event Log Event Attributes in RNN Based Prediction,10.1007/978-3-030-30278-8_40,2019,"In predictive process analytics, current and historical process data in event logs is used to predict the future, e.g., to predict the next activity or how long a process will still require to complete. Recurrent neural networks (RNN) and its subclasses have been demonstrated to be well suited for creating prediction models. Thus far, event attributes have not been fully utilized in these models. The biggest challenge in exploiting them in prediction models is the potentially large amount of event attributes and attribute values. We present a novel clustering technique that allows for trade-offs between prediction accuracy and the time needed for model training and prediction. As an additional finding, we also find that this clustering method combined with having raw event attribute values in some cases provides even better prediction accuracy at the cost of additional time required for training and prediction.",include,"O resumo demonstra claramente a aplicação de process mining (análise de event logs para predição) usando RNNs, atendendo IC1 (process mining em artefatos de software) e IC3 (forecasting de métricas de processo, especificamente remaining time e next activity). A metodologia explora event attributes em event logs para melhorar modelos de predição, sem evidência de exclusão.",IC1|IC3,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O resumo demonstra claramente a aplicação de process mining (análise de event logs para predição) usando RNNs, atendendo IC1 (process mining em artefatos de software) e IC3 (forecasting de métricas de processo, especificamente remaining time e next activity). A metodologia explora event attributes em event logs para melhorar modelos de predição, sem evidência de exclusão."",
  ""matched_ic"": [
    ""IC1"",
    ""IC3""
  ],
  ""matched_ec"": [],
  ""evide"
d9aa4d32,Minimizing Overprocessing Waste in Business Processes via Predictive Activity Ordering,10.1007/978-3-319-39696-5_12,2016,"Overprocessing waste occurs in a business process when effort is spent in a way that does not add value to the customer nor to the business. Previous studies have identified a recurrent overprocessing pattern in business processes with so-called “knockout checks”, meaning activities that classify a case into “accepted” or “rejected”, such that if the case is accepted it proceeds forward, while if rejected, it is cancelled and all work performed in the case is considered unnecessary. Thus, when a knockout check rejects a case, the effort spent in other (previous) checks becomes overprocessing waste. Traditional process redesign methods propose to order knockout checks according to their mean effort and rejection rate. This paper presents a more fine-grained approach where knockout checks are ordered at runtime based on predictive machine learning models. Experiments on two real-life processes show that this predictive approach outperforms traditional methods while incurring minimal runtime overhead.",exclude,"O paper aborda otimização de processos de negócio genéricos (business processes) através de reordenação preditiva de atividades de 'knockout checks', sem evidência de aplicação específica a processos de desenvolvimento de software (commits, issues, CI/CD, VCS). Não atende aos critérios IC1-IC4 que exigem intersecção explícita com engenharia de software. EC1 é aplicável: o domínio é BPM genérico, n",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aborda otimização de processos de negócio genéricos (business processes) através de reordenação preditiva de atividades de 'knockout checks', sem evidência de aplicação específica a processos de desenvolvimento de software (commits, issues, CI/CD, VCS). Não atende aos critérios IC1-IC4 que exigem intersecção explícita com engenharia de software. EC1 é aplicável: o domínio é BPM genérico, não SE."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC"
e6075fca,"Software Process Simulation over the Past Decade: Trends Discovery from
A Systematic Review",10.1007/978-3-540-85156-1_173,2008,"Software Process Simulation (SPS) research has increased since 1998 when
the first ProSim Workshop was held. This paper aims to reveal how SPS
has evolved during the past 10 years based on the preliminary results
from the systematic literature review of SPS publications from 1998 to
2007. Trends over the period showed that interest in continuous
modelling was decreasing and interest in micro-Processes was increasing.
Hybrid models were based primarily on system dynamics and discrete event
simulation and were all implemented by vertical integration.",exclude,"Este é um paper de revisão sistemática (SLR) sobre Software Process Simulation (SPS) publicado em 2008. Embora trate de modelagem estocástica de processos de SW (IC2 potencial), o escopo é histórico (1998-2007) e focado em descoberta de tendências em SPS, sem aplicação direta de process mining, forecasting/predição de métricas, ou mineração de repositórios. Corresponde a EC4 — revisão secundária q",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Este é um paper de revisão sistemática (SLR) sobre Software Process Simulation (SPS) publicado em 2008. Embora trate de modelagem estocástica de processos de SW (IC2 potencial), o escopo é histórico (1998-2007) e focado em descoberta de tendências em SPS, sem aplicação direta de process mining, forecasting/predição de métricas, ou mineração de repositórios. Corresponde a EC4 — revisão secundária que não trata PM ou estocástico aplicado em SE, ma"
83a67179,From Zero to Hero: A Process Mining Tutorial,10.1007/978-3-319-69926-4_55,2017,"Process mining is an emerging area that synergically combines
model-based and data-oriented analysis techniques to obtain useful
insights on how business processes are executed within an organization.
This tutorial aims at providing an introduction to the key analysis
techniques in process mining that allow decision makers to discover
process models from data, compare expected and actual behaviors, and
enrich models with key information about the actual process executions.
In addition, the tutorial will present concrete tools and will provide
practical skills for applying process mining in a variety of application
domains, including the one of software development.",pending,"Tutorial genérico de process mining que menciona explicitamente software development como domínio de aplicação (satisfazendo potencialmente IC1), mas o abstract não fornece detalhes suficientes sobre: (1) se há exemplos concretos em artefatos de SW (commits, logs, issues, PR); (2) se há avaliação empírica ou apenas introdução teórica; (3) se aborda modelagem estocástica ou forecasting em SW. Texto",IC1,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Tutorial genérico de process mining que menciona explicitamente software development como domínio de aplicação (satisfazendo potencialmente IC1), mas o abstract não fornece detalhes suficientes sobre: (1) se há exemplos concretos em artefatos de SW (commits, logs, issues, PR); (2) se há avaliação empírica ou apenas introdução teórica; (3) se aborda modelagem estocástica ou forecasting em SW. Texto completo necessário para confirmar se a aplicaçã"
5c3f99ea,"SOFTWARE DEVELOPMENT PROCESS SIMULATION FOR TEACHER EDUCATION REPOSITORY
SYSTEM",,2011,"The current paper marks the early stage of the PhD thesis of the first
author of the paper. The thesis includes partial creation of an
educational repository system, which should become a highly flexible
portal that gives access to variety of educational resources. The
simulation of the development of the repository system is the main topic
of this paper. The human resources needed for the successful end of the
project are centric for the simulation which can be quite useful not
only for developers of similar systems but for a broader circle of
specialists working in the sphere of software development. This is
assured by the creation of the several control panels which gives the
possibility for changing of the values of the key input parameters of
the simulation very easily.
The paper starts with a brief overview of the Software Process
Simulation (SPS) and a comparison between the different available
simulation models. After that a chapter follows which describes the
usage of the simulation. At the end, possibilities for future
development and results from the simulation will be given.",exclude,"O resumo descreve simulação de um processo específico de desenvolvimento (repositório educacional), mas não fornece evidência de aplicação de process mining, modelagem estocástica rigorosa, ou forecasting de métricas de processo. O foco é em simulação de recursos humanos para um projeto específico, sem métodos formais ou mineração de dados de processos de software. Não atende claramente nenhum dos",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo descreve simulação de um processo específico de desenvolvimento (repositório educacional), mas não fornece evidência de aplicação de process mining, modelagem estocástica rigorosa, ou forecasting de métricas de processo. O foco é em simulação de recursos humanos para um projeto específico, sem métodos formais ou mineração de dados de processos de software. Não atende claramente nenhum dos ICs (IC1-IC4)."",
  ""matched_ic"": [],
  ""matched_"
206345c8,Process Mining Software Repositories: do developers Work as Expected?,,2012,"Modern software development commonly makes use of a multitude of
software repositories. How can these help us to understand the on-going
development process? Researchers of Eindhoven University of Technology
design new methods revealing how software has been developed.",pending,"O título é fortemente alinhado com IC1 (process mining em repositórios de software), mas o abstract fornecido é genérico e insuficiente para confirmar rigorosamente que aplica process mining formal (descoberta, conformance, workflow mining) versus apenas análise descritiva de repositórios. A descrição 'design new methods revealing how software has been developed' não esclarece se emprega técnicas ",IC1|IC4,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O título é fortemente alinhado com IC1 (process mining em repositórios de software), mas o abstract fornecido é genérico e insuficiente para confirmar rigorosamente que aplica process mining formal (descoberta, conformance, workflow mining) versus apenas análise descritiva de repositórios. A descrição 'design new methods revealing how software has been developed' não esclarece se emprega técnicas de PM estruturadas ou é meramente exploratória. T"
013c4e4a,"ProSim'04 - The 5th International Workshop on Software Process
Simulation and Modeling",10.1109/ICSE.2004.1317533,2004,"The complex challenges currently faced by software development companies must be handled in a dynamic project environment of frequently changing technologies, short-staffed projects and globally distributed development teams. Globalization is forcing companies to significantly cut costs in order to be competitive. Amid these pressures, new software development lifecycle process alternatives have emerged from agile methods, such as extreme programming, to well-planned product line development. Open source software development is ramping up. At the same time, many projects are being contracted out, either in whole or in part. Subsequently, software may be developed in multiple locations around the world, resulting in a greater need for good communication and co-ordination. Security assurance is another issue that requires increased attention. The goal of this workshop is to bring together academics and practitioners interested in the area of software process modeling and simulation and in important industrial issues related to cost estimation and business process design. ProSim 2004 continues the tradition set in previous workshops of serving as an international forum for presenting current research themes and applications, and for discussing various approaches to discover underlying similarities at both the applied and theoretical levels. In particular, this workshop will solicit research dealing with both the application of software process simulation research in addressing real-world problems, as well as advances being made which provide the foundation for Software Process and Software Process Simulation Modeling in the future. 2. Topics of interest",exclude,"O documento é um chamado para artigos de um workshop (ProSim'04), não um artigo de pesquisa com contribuição original. O resumo descreve apenas temas de interesse geral (simulação de processos de software, estimativa de custo, design de processos de negócio) sem evidência de que aborda especificamente process mining, modelagem estocástica aplicada a SW, forecasting de métricas de processo, ou mine",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O documento é um chamado para artigos de um workshop (ProSim'04), não um artigo de pesquisa com contribuição original. O resumo descreve apenas temas de interesse geral (simulação de processos de software, estimativa de custo, design de processos de negócio) sem evidência de que aborda especificamente process mining, modelagem estocástica aplicada a SW, forecasting de métricas de processo, ou mineração de repositórios. Trata-se de uma secundária"
a7d5aa15,Formal Knowledge Framework for Software Processes Architecture,10.3233/978-1-61499-611-8-42,2016,"Last decades have introduced different improvements into software
process modeling yet none has proven itself as a silver bullet; software
development community has proposed various solutions from rigid
prescriptive processes to agile methods, in the end, however, every good
software process implementation require process modeling that can be
used for different purposes like process auditing, analysis, and
evaluation. This paper discusses application of explicit knowledge
profiles based on process meta-model within software process modeling,
alignment with visual process modeling, and further analysis with
simulation and reverse engineering methods.",exclude,"O resumo menciona 'simulação' e 'engenharia reversa' em modelagem de processos, mas não fornece evidência concreta de (1) process mining aplicado a artefatos de SW, (2) modelagem estocástica com métodos formais (Markov, Monte Carlo, Petri nets), (3) forecasting de métricas de processo, ou (4) mineração de repositórios. O foco é em meta-modelos e frameworks teóricos de modelagem, sem aplicação demo",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo menciona 'simulação' e 'engenharia reversa' em modelagem de processos, mas não fornece evidência concreta de (1) process mining aplicado a artefatos de SW, (2) modelagem estocástica com métodos formais (Markov, Monte Carlo, Petri nets), (3) forecasting de métricas de processo, ou (4) mineração de repositórios. O foco é em meta-modelos e frameworks teóricos de modelagem, sem aplicação demonstrada a event logs, repositórios ou predição de"
e988510a,"An Analysis of Processes, Risks, and Best Practices for Use in
Developing Systems Engineering Process Simulators",10.1016/j.procs.2012.01.018,2012,"Systems engineering simulation models provide a valuable means to
understand and learn important concepts related to systems engineering.
Simulators can be used for education and as decision support systems in
order to evaluate the dynamic consequences of various courses of action.
This paper examines existing research mined from literature related to
systems and software engineering processes, risks, and best practices.
It seeks to guide the definition of priorities for systems engineering
process simulator development. The paper identifies an initial set of
research opportunities for the development of systems engineering
process simulators. (C) 2012 Published by Elsevier Ltd. Selection",exclude,"O artigo é uma revisão de literatura sobre simuladores de processos de engenharia de sistemas (SE) para educação e suporte a decisões. Não aborda process mining (descoberta, conformance ou análise de event logs), não aplica modelagem estocástica específica a dados de processos de software reais, e não realiza forecasting de métricas de processos. Enquadra-se em EC4 (revisão secundária fora do esco",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo é uma revisão de literatura sobre simuladores de processos de engenharia de sistemas (SE) para educação e suporte a decisões. Não aborda process mining (descoberta, conformance ou análise de event logs), não aplica modelagem estocástica específica a dados de processos de software reais, e não realiza forecasting de métricas de processos. Enquadra-se em EC4 (revisão secundária fora do escopo)."",
  ""matched_ic"": [],
  ""matched_ec"": [
    "
cd860b9f,"Towards an Approach to Support Software Process Simulation in Small and
Medium Enterprises",10.1109/SEAA.2010.67,2010,"The use of software process simulation has been intensified in
enterprises and in academia. However, this reality does not apply to
small and medium sized software enterprises, given the lack of knowledge
on simulation, the absence of resources and the scarcity of historical
data of projects. This work presents the development of an approach to
facilitate software process simulation modelling in small and mid-sized
enterprises and describes an experience aimed at identifying weaknesses
and improvement opportunities to support the approach evolution. The
results of the experience pointed towards new research actions for the
development of the approach.",pending,"O abstract é genérico e insuficiente para confirmar métodos estocásticos formais (Markov, Monte Carlo, Petri nets). Menciona 'software process simulation' e contexto de PMEs, sugerindo potencial IC2, mas não especifica se usa modelagem estocástica rigorosa ou apenas ferramentas de simulação genéricas. Necessário acesso ao texto completo para validar.",IC2,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract é genérico e insuficiente para confirmar métodos estocásticos formais (Markov, Monte Carlo, Petri nets). Menciona 'software process simulation' e contexto de PMEs, sugerindo potencial IC2, mas não especifica se usa modelagem estocástica rigorosa ou apenas ferramentas de simulação genéricas. Necessário acesso ao texto completo para validar."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [""simulation"", ""software_proce"
4f56a9b6,"A Software Reliability Prediction Method Based on Software Development
Process",,2013,"A large number of software reliability prediction models has been
developed, and they provide useful results. However, most of these
models are not applicable until after system integration testing begins,
which is too late for fundamental design changes. In this paper, a
software reliability prediction method based on software development
process is proposed. Keene's development process prediction model(DPPM),
Rayleigh model and computer aided software reliability estimation(CASRE)
tool are used to progressively improve the prediction. The continuing
software reliability prediction throughout the development process is
beneficial to promote the development capability of software and
guarantee a more reliable software product.",exclude,"O resumo descreve modelos teóricos de previsão de confiabilidade (DPPM, Rayleigh, CASRE) aplicados genericamente ao processo de desenvolvimento, mas não há evidência clara de (1) mineração de dados reais de repositórios/event logs de SW, (2) aplicação de process mining a artefatos concretos de SW, ou (3) modelagem estocástica baseada em dados observados. O trabalho parece ser aplicação de modelos ",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo descreve modelos teóricos de previsão de confiabilidade (DPPM, Rayleigh, CASRE) aplicados genericamente ao processo de desenvolvimento, mas não há evidência clara de (1) mineração de dados reais de repositórios/event logs de SW, (2) aplicação de process mining a artefatos concretos de SW, ou (3) modelagem estocástica baseada em dados observados. O trabalho parece ser aplicação de modelos clássicos de confiabilidade sem vinculação a dado"
4541f643,"A Longitudinal Study of Community-Oriented Open Source Software
Development",10.1007/978-3-319-39696-5_31,2016,"End-users are often argued to be the source of innovation in Open Source
Software (OSS). However, most of the existing empirical studies about
OSS projects have been restricted to developer sub-communities only. In
this paper, we address the question, if and under which conditions the
requirements and ideas from end-users indeed influence the development
processes in OSS. We present an approach for automated requirements
elicitation process discovery in OSS communities. The empirical basis
are three large-scale interdisciplinary OSS projects in bioinformatics,
focusing on communication in the mailing lists and source code histories
over ten years. Our study results in preliminary guidelines for the
organization of community-oriented software development.",include,"O paper apresenta abordagem explícita de 'automated requirements elicitation process discovery' em comunidades OSS, análise de 'source code histories' e 'mailing lists' ao longo de dez anos. Atende IC1 (process mining em artefatos de SW: descoberta de processo em históricos de código e comunicação). Não há EC aplicável — o foco é genuinamente em processos de desenvolvimento de software, não em SW ",IC1,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper apresenta abordagem explícita de 'automated requirements elicitation process discovery' em comunidades OSS, análise de 'source code histories' e 'mailing lists' ao longo de dez anos. Atende IC1 (process mining em artefatos de SW: descoberta de processo em históricos de código e comunicação). Não há EC aplicável — o foco é genuinamente em processos de desenvolvimento de software, não em SW como ferramenta."",
  ""matched_ic"": [""IC1""],
  ""ma"
e3a9143c,"Learning and understanding a software process through simulation of its
underlying model",,2002,"This paper describes the usage process simulation models for better
understanding the dynamic effects of processes. First, a method to build
a comprehensive descriptive model is presented, which can build the
foundation for the simulation model. Based upon the understanding of the
static process, parts of the dynamic model can be modeled can be
created. The initial method presented was used to create a discrete
event model for inspections. The paper discusses the benefits of
simulation for learning and optimizing the feedback cycles for learning.",exclude,"O resumo não fornece evidência clara de que nenhum dos IC seja atendido. Embora mencione 'simulation models' e 'process', não há indicação de (1) process mining propriamente dito (descoberta, conformance, event logs), (2) modelagem estocástica explícita (Markov, Monte Carlo, Petri nets), (3) forecasting/predição de métricas quantitativas, ou (4) mineração de repositórios. A referência a 'discrete ",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo não fornece evidência clara de que nenhum dos IC seja atendido. Embora mencione 'simulation models' e 'process', não há indicação de (1) process mining propriamente dito (descoberta, conformance, event logs), (2) modelagem estocástica explícita (Markov, Monte Carlo, Petri nets), (3) forecasting/predição de métricas quantitativas, ou (4) mineração de repositórios. A referência a 'discrete event model for inspections' é genérica e sem con"
