row_idx,internal_id,title,ft_decision_primary,ft_decision_verifier,verifier_model,raw
214,70c9ac68,A Survey on Association Rule Mining for Enterprise Architecture Model Discovery,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica um survey sobre mineração de regras de associação para descoberta de modelos de arquitetura corporativa, o que não se enquadra em nenhum dos critérios de inclusão da SLR PATHCAST (process mining em SW, modelagem estocástica em processos de SW, forecasting de métricas de processo, ou mineração de repositórios para processo). O foco em enterprise architecture model discovery com association rule mining está fora do escopo de processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"""
216,c673b107,A Data Warehouse for Workflow Logs,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'A Data Warehouse for Workflow Logs' sugere relevância marginal para process mining (event logs, workflow), mas não é possível confirmar se se aplica a processos de desenvolvimento de software ou a outro domínio sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_logs"",
  ""conf"
217,aa8ec0df,Multi-perspective enriched instance graphs for next activity prediction through graph neural network,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título sugere aplicação de GNN para predição de próxima atividade em process mining (next activity prediction), o que poderia ser relevante para IC1 ou IC3, mas sem confirmação de contexto de software development process."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""event_logs"",
  ""confidence"": ""low""
}"
219,416ad2be,"Dynamic, Extensible and Context-Aware Exception Handling for Workflows",pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a tratamento de exceções em workflows de forma genérica, sem evidência de aplicação a processos de desenvolvimento de software, mineração de repositórios, modelagem estocástica ou forecasting de métricas de processo. O abstract está ausente, mas o título não sugere relevância suficiente para nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""n"
218,48020caa,"ProcessLLM: A Large Language Model Specialized in the Interpretation, Analysis, and Optimization of Business Processes",pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, impossibilitando avaliação definitiva. O título menciona 'Business Processes' com LLM para interpretação, análise e otimização, o que pode ou não envolver process mining ou processos de SW — relevância marginal possível mas incerta."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
220,bb0ebf3c,Considering User Preferences During Business Process Execution Using Content-Based Filtering,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica foco em personalização de preferências de usuário durante execução de processos de negócio via filtragem baseada em conteúdo, sem evidência de aplicação a processos de desenvolvimento de software ou uso de modelagem estocástica/forecasting em contexto de SE. Com resumo ausente e título sugerindo domínio de BPM genérico, nenhum IC da SLR PATHCAST é claramente atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forec"
221,7ca63c55,Process Mining: Discovering Direct Successors in Process Logs,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação rigorosa. O título sugere process mining sobre logs de processo, o que é potencialmente relevante para IC1/IC4, mas sem confirmação do domínio de aplicação (pode ser fora de SW) ou da técnica específica utilizada."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_logs"",
  ""confidence"""
222,db672033,Scribbling Interactions with a Formal Foundation,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título 'Scribbling Interactions with a Formal Foundation' sugere um trabalho sobre interações formais/protocolos de comunicação, sem relação com process mining, modelagem estocástica, forecasting ou processos de desenvolvimento de software. Sem abstract disponível e com título claramente fora do escopo da SLR PATHCAST, a exclusão é apropriada."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3"", ""EC4""],
  ""evidence_tags"": [],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"""
223,a6db683a,How to improve the assessment of BPM maturity in the era of digital transformation,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se à avaliação de maturidade de BPM (Business Process Management) em geral no contexto de transformação digital, sem indicação de foco em processos de desenvolvimento de software, mineração de repositórios, modelagem estocástica ou forecasting de métricas de processo de SW. O abstract está ausente, mas o título não sugere relevância suficiente para os critérios de inclusão da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": """
225,e3b47511,Process-based software risk assessment,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Process-based software risk assessment' sugere possível relevância marginal para IC2/IC3 (modelagem estocástica ou forecasting em processos de SW), mas sem o texto completo não é possível confirmar nenhum IC com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""unclear"",
  ""c"
226,c51a3585,A process mining based approach to knowledge maintenance,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título menciona 'process mining' e 'knowledge maintenance', o que sugere relevância marginal para IC1, mas não é possível confirmar aplicação a processos de desenvolvimento de software sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
227,a7d5aa15,Formal Knowledge Framework for Software Processes Architecture,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação conclusiva dos critérios de inclusão/exclusão. O título menciona 'Software Processes Architecture' e 'Formal Knowledge Framework', o que sugere possível relevância para IC2 (modelagem formal de processos de SW), mas sem o texto não é possível confirmar aplicação de process mining, modelagem estocástica ou forecasting."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
"
224,660c1179,Generalised Computation of Behavioural Profiles Based on Petri-Net Unfoldings,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica um trabalho teórico sobre perfis comportamentais baseados em Petri-Net Unfoldings, sem evidência de aplicação a processos de desenvolvimento de software. O resumo está ausente, mas o título sugere conteúdo metodológico/formal sem contexto de SW, configurando EC3."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
228,b7d42b15,Operational Support for Loosely Framed Knowledge-Intensive Processes,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título menciona 'knowledge-intensive processes' com suporte operacional, o que pode envolver process mining e modelagem estocástica, mas não há evidência suficiente para confirmar aplicação a processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
"
230,5bf24d81,Workflow Mining: Current Status and Future Directions,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Workflow Mining: Current Status and Future Directions' sugere relevância potencial para IC1 (process mining aplicado a processos), mas sem o texto completo não é possível confirmar se o domínio de aplicação inclui processos de desenvolvimento de software ou se é agnóstico de domínio."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""proc"
229,52f7af43,The Agent-Based Business Process Simulation Approach,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título 'The Agent-Based Business Process Simulation Approach' sugere relevância marginal para o escopo da SLR (simulação de processos de negócio), mas sem abstract não é possível confirmar se o domínio de aplicação envolve processos de desenvolvimento de software ou se há modelagem estocástica/forecasting aplicada a SW."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""simulation"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""simulation"",
  ""fore"
231,43977ab5,Execution-Based Model Profiling,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Execution-Based Model Profiling' é ambíguo — pode referir-se a profiling de modelos de processo (possivelmente relevante para IC1/IC2) ou a profiling de execução de software/modelos computacionais sem relação com process mining. Não há evidência suficiente para decidir com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"
232,9ada26eb,"Understanding software process redesign using modeling, analysis and simulation",pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação rigorosa dos critérios. O título menciona 'software process redesign', 'modeling', 'analysis' e 'simulation', sugerindo possível relevância para IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting), mas sem o texto completo não é possível confirmar aplicação a processos de desenvolvimento de software nem o uso de métodos estocásticos específicos."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""simulation"", ""full_text_required"", ""insufficient_abstract"""
233,0084a733,Cost Prediction and Software Project Management,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Cost Prediction and Software Project Management' sugere possível relevância para IC3 (forecasting de métricas de processo em SW) e IC2 (modelagem estocástica), mas não há evidência suficiente para confirmar ou excluir com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""forecasting"", ""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_project_management"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""other_process_metric"",
  """
235,4f5b669d,Exploiting Temporal Convolution for Activity Prediction in Process Analytics,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título sugere relevância para process mining (activity prediction, process analytics), possivelmente com forecasting em event logs, mas não é possível confirmar aplicação a processos de desenvolvimento de software sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""unclear"",
  ""confid"
236,846f3b24,Rule-Based Business Process Mining: Applications for Management,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título sugere aplicação de process mining em gestão de processos de negócio, sem indicação clara de foco em processos de desenvolvimento de software. A relevância para o escopo da SLR é marginal e requer texto completo para avaliação definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low"
234,c1674a33,Towards discovering erratic behavior in robotic process automation with statistical process control,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título menciona RPA (Robotic Process Automation) com controle estatístico de processos, o que pode tangenciar process mining e modelagem estocástica em processos, mas não é claro se aplica-se a processos de desenvolvimento de software. É necessário texto completo para determinar o domínio de aplicação."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""un"
237,00c0f31c,A Market Based Approach for Resolving Resource Constrained Task Allocation Problems in a Software Development Process,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título sugere alocação de recursos em processo de desenvolvimento de software, o que poderia ser relevante para IC2 ou IC3, mas sem o texto completo não é possível confirmar o uso de modelagem estocástica, process mining ou forecasting."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""full_text_required"", ""insufficient_abstract""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
 "
239,c540bbfa,Evaluation Methods in Process-Aware Information Systems Research with a Perspective on Human Orientation,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título trata de métodos de avaliação em sistemas de informação orientados a processos com foco em orientação humana, sem indicação de aplicação a processos de desenvolvimento de software, modelagem estocástica, forecasting ou mineração de repositórios. O abstract está ausente e o título não sugere relevância para nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""pro"
238,dbb47cfa,Key Technologies of Data Preparation for Simulation Systems,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a tecnologias de preparação de dados para sistemas de simulação em contexto genérico, sem indicação de aplicação a processos de desenvolvimento de software. O abstract está ausente e o título não sugere relevância suficiente para nenhum dos ICs da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [""simulation"", ""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confid"
240,0b80469e,A Review of Prominent Work on Agile Processes Software Process Improvement and Process Tailoring Practices,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica uma revisão sobre processos ágeis, melhoria de processos de software e tailoring, sem evidências de process mining, modelagem estocástica ou forecasting. O abstract está ausente, mas o título não sugere relevância para nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""survey_or_secondary"",
  ""confidence"": ""medium""
}
```"
241,d0534884,GA-ProM: A Genetic Algorithm for Discovery of Complete Process Models from Unbalanced Logs,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação definitiva. O título sugere um algoritmo genético para descoberta de modelos de processo a partir de event logs desbalanceados — potencialmente IC1 (process mining), mas não há evidência do domínio (software ou outro) nem de modelagem estocástica ou forecasting."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
"
243,4f56a9b6,"A Software Reliability Prediction Method Based on Software Development
Process",pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação definitiva. O título sugere relevância potencial para IC2 (modelagem estocástica para confiabilidade de SW) e IC3 (forecasting de métricas de processo de SW), justificando revisão do texto completo."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""reliability"", ""forecasting"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""reliability"",
  ""proces"
244,704e72f9,Developing a Multi-facet Abstractions Framework for Designing a New Class of Traceability Applications,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título trata de um framework de abstrações para aplicações de rastreabilidade, sem qualquer indicação de process mining, modelagem estocástica, forecasting ou mineração de repositórios de software. Não há resumo disponível, mas o título não sugere relevância para nenhum dos critérios de inclusão da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
245,628d9aea,Mining Hierarchies of Models: From Abstract Views to Concrete Specifications,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação dos critérios de inclusão/exclusão. O título sugere mineração de hierarquias de modelos, o que poderia ter relevância marginal para process mining ou mineração de repositórios, mas é insuficiente para confirmar qualquer IC sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required"", ""process_mining""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""un"
246,82c4c5aa,Leveraging Digital Trace Data to&#xa0;Investigate and&#xa0;Support Human-Centered Work Processes,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título menciona 'digital trace data' e 'human-centered work processes', o que sugere possível relevância para process mining ou mineração de repositórios, mas não há informação suficiente para confirmar ou refutar qualquer IC."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
242,4f85f388,Specification and use of concern metrics for supporting modularity-oriented modernizations,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica foco em métricas de modularidade e modernizações orientadas a concern, sem evidência de process mining, modelagem estocástica, forecasting ou mineração de repositórios para processos de desenvolvimento de software. O resumo está ausente, mas o título não sugere relevância para nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""me"
248,4e23dcf2,Overview of the Process Inventory Framework,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título 'Overview of the Process Inventory Framework' é ambíguo — pode referir-se a processos de software ou a outro domínio, tornando impossível confirmar ou excluir ICs sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
247,0bd46374,Mining Developers’ Workflows from IDE Usage,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, impossibilitando avaliação definitiva. O título sugere mineração de workflows de desenvolvedores a partir de uso de IDE, o que pode envolver process mining em contexto de desenvolvimento de software (IC1/IC4), justificando manutenção como pendente para consulta ao texto completo."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""none"",
  ""fore"
250,4a1e20b1,SQME: a framework for modeling and evaluation of software architecture quality attributes,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica um framework para modelagem e avaliação de atributos de qualidade de arquitetura de software, o que corresponde a 'software' como objeto de estudo de qualidade técnica, não ao processo de desenvolvimento de software. Não há evidência de process mining, modelagem estocástica de processos, forecasting de métricas de processo ou mineração de repositórios."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  "
249,672a3b06,Combining Semantic Lifting and Ad-hoc Contextual Analysis in a Data Loss Scenario,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título sugere análise semântica e contextual em cenário de perda de dados, sem qualquer indicação de relação com process mining, modelagem estocástica, forecasting ou processos de desenvolvimento de software. Com abstract ausente e título sem evidência de relevância para o escopo da SLR PATHCAST, a exclusão é a decisão mais adequada."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_so"
252,042ece55,Data Science Challenges to Improve Quality Assurance of Internet of Things Applications,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título foca em desafios de Data Science para Quality Assurance de aplicações IoT, sem indicação de process mining, modelagem estocástica de processos de SW ou forecasting de métricas de processo de desenvolvimento. O resumo está ausente e o título não sugere relevância suficiente para os ICs da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"""
251,4690448d,Time patterns for process-aware information systems,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Time patterns for process-aware information systems' sugere relevância potencial para IC3 (forecasting de métricas de processo) ou IC1 (process mining), mas sem o texto completo não é possível confirmar se o domínio de aplicação inclui processos de desenvolvimento de software ou se trata de sistemas de informação genéricos."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""un"
254,7f8d2b91,Toward metrics for process validation,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Toward metrics for process validation' sugere relevância marginal ao escopo da SLR (validação de processos pode envolver métricas de processo de SW), mas não há evidência suficiente para confirmar ou excluir com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""low""
}
```"
253,1bdb354e,MINERVA: Model drIveN and sErvice oRiented Framework for the Continuous Business Process improVement and relAted Tools,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação rigorosa dos critérios. O título menciona 'Business Process improvement' e 'model-driven/service-oriented framework', o que pode ter relevância marginal para process mining em contextos de SW, mas não há evidência suficiente para inclusão ou exclusão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  "
256,68f90e4d,A Grid-Based Multi-relational Approach to Process Mining,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação conclusiva. O título menciona 'process mining' e abordagem 'multi-relacional baseada em grid', o que sugere relevância potencial ao escopo, mas sem evidência sobre aplicação em processos de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
255,9f023431,On the reproducibility of empirical software engineering studies based on data retrieved from development repositories,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação definitiva. O título sugere estudo sobre reprodutibilidade de pesquisas empíricas baseadas em repositórios de desenvolvimento, o que pode ser relevante para IC4 (mineração de repositórios para processo de SW), mas sem o texto completo não é possível confirmar se aplica process mining, modelagem estocástica ou forecasting."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""repository_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""repository_mining"",
  ""sto"
258,9cc64d94,Process Discovery Using Localized Events,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Process Discovery Using Localized Events' sugere relevância marginal para process mining (IC1/IC4), mas sem contexto suficiente para confirmar aplicação a processos de software. É necessária análise do texto completo para determinar o domínio."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_log"
